country,classification,type,items,blogs,facebook,news,policies,twitter,wikipedia
VN,Mathematics and computer science,hybrid,131,0,1,0,0,4,0
YE,Mathematics and computer science,hybrid,5,0,0,0,0,1,0
ZA,Mathematics and computer science,hybrid,141,1,2,0,0,8,1
AT,Physical sciences and engineering,hybrid,2337,111,136,137,5,908,43
BH,Physical sciences and engineering,hybrid,3,0,1,0,0,1,0
CL,Physical sciences and engineering,hybrid,232,11,18,5,0,107,3
DK,Physical sciences and engineering,hybrid,799,50,89,49,7,395,15
DO,Physical sciences and engineering,hybrid,1,0,0,0,0,1,0
DZ,Physical sciences and engineering,hybrid,74,0,5,1,0,12,0
CO,Life and earth sciences,hybrid,169,13,18,9,9,72,3
CU,Life and earth sciences,hybrid,43,1,3,2,0,13,1
FR,Life and earth sciences,hybrid,2235,236,387,210,44,1270,92
GB,Life and earth sciences,hybrid,11237,1919,2690,1622,481,8626,588
GE,Life and earth sciences,hybrid,10,0,0,0,1,2,0
HN,Life and earth sciences,hybrid,3,0,0,0,0,0,0
IT,Life and earth sciences,hybrid,1737,143,247,117,71,829,56
KG,Life and earth sciences,hybrid,1,0,0,0,0,1,0
KH,Life and earth sciences,hybrid,12,2,2,1,1,6,0
KW,Life and earth sciences,hybrid,9,0,0,0,1,3,1
MA,Life and earth sciences,hybrid,48,2,0,2,0,12,0
MG,Life and earth sciences,hybrid,8,0,1,0,0,4,1
MV,Life and earth sciences,hybrid,1,0,0,0,0,0,0
PL,Life and earth sciences,hybrid,4168,106,283,44,22,1069,71
PT,Life and earth sciences,hybrid,394,29,69,30,3,185,13
TH,Life and earth sciences,hybrid,329,17,34,11,15,138,9
TW,Life and earth sciences,hybrid,685,20,41,19,6,230,16
VE,Life and earth sciences,hybrid,29,2,2,1,1,9,0
VN,Life and earth sciences,hybrid,138,8,15,9,7,72,5
AT,Mathematics and computer science,hybrid,665,5,24,9,1,195,7
BH,Mathematics and computer science,hybrid,1,0,0,0,0,0,0
CA,Mathematics and computer science,hybrid,994,8,31,9,5,135,5
CG,Mathematics and computer science,hybrid,1,0,0,0,0,0,0
CL,Mathematics and computer science,hybrid,132,0,5,0,0,12,1
CM,Mathematics and computer science,hybrid,19,0,1,0,0,1,0
CZ,Mathematics and computer science,hybrid,261,1,2,1,0,33,2
DE,Mathematics and computer science,hybrid,1462,28,64,24,1,359,17
FR,Mathematics and computer science,hybrid,1761,20,26,20,6,248,12
GA,Mathematics and computer science,hybrid,1,0,0,0,0,0,0
GH,Mathematics and computer science,hybrid,6,0,0,0,0,1,0
HR,Mathematics and computer science,hybrid,56,0,2,0,0,5,0
ID,Mathematics and computer science,hybrid,21,0,1,0,0,3,0
IQ,Mathematics and computer science,hybrid,35,0,2,0,1,4,0
IT,Mathematics and computer science,hybrid,1310,16,24,13,7,212,10
JO,Mathematics and computer science,hybrid,29,0,0,0,0,2,1
KP,Mathematics and computer science,hybrid,2,0,0,1,0,1,0
LB,Mathematics and computer science,hybrid,29,2,4,0,0,5,0
ID,Life and earth sciences,hybrid,124,9,15,10,3,58,3
IL,Life and earth sciences,hybrid,270,33,47,31,6,181,14
JM,Life and earth sciences,hybrid,2,0,0,0,0,0,0
KE,Life and earth sciences,hybrid,222,37,43,33,18,149,4
LA,Life and earth sciences,hybrid,17,2,4,1,1,12,1
LR,Life and earth sciences,hybrid,1,0,0,0,0,0,0
MM,Life and earth sciences,hybrid,6,2,2,1,1,4,0
MR,Life and earth sciences,hybrid,1,0,0,0,0,1,0
NI,Life and earth sciences,hybrid,4,1,1,1,0,1,0
NL,Life and earth sciences,hybrid,2904,248,455,206,121,1778,92
PA,Life and earth sciences,hybrid,62,11,16,10,2,49,3
QA,Life and earth sciences,hybrid,31,1,7,3,1,16,1
RU,Life and earth sciences,hybrid,338,19,33,23,3,121,20
SB,Life and earth sciences,hybrid,3,0,1,0,0,3,0
SD,Life and earth sciences,hybrid,20,1,2,0,0,7,1
SE,Life and earth sciences,hybrid,2035,226,356,232,56,1268,94
TJ,Life and earth sciences,hybrid,2,0,1,0,0,1,0
UA,Life and earth sciences,hybrid,34,2,3,1,0,7,1
YE,Life and earth sciences,hybrid,6,0,1,0,0,3,0
ZM,Life and earth sciences,hybrid,19,1,3,2,0,11,1
BA,Mathematics and computer science,hybrid,11,0,0,0,0,1,0
BJ,Mathematics and computer science,hybrid,1,0,0,0,0,0,0
CN,Mathematics and computer science,hybrid,11001,9,71,22,7,468,14
CO,Mathematics and computer science,hybrid,53,0,0,0,0,7,0
CR,Mathematics and computer science,hybrid,2,0,0,0,0,0,0
DZ,Mathematics and computer science,hybrid,81,0,2,0,0,4,0
EC,Mathematics and computer science,hybrid,17,0,0,0,0,5,0
ES,Mathematics and computer science,hybrid,1204,7,26,14,2,210,9
ET,Mathematics and computer science,hybrid,3,0,1,0,0,2,0
FI,Mathematics and computer science,hybrid,309,0,16,4,0,77,4
IL,Mathematics and computer science,hybrid,328,4,2,0,1,38,4
IN,Mathematics and computer science,hybrid,781,0,14,4,1,53,3
IR,Mathematics and computer science,hybrid,591,1,15,2,0,33,3
KE,Mathematics and computer science,hybrid,1,0,0,1,0,1,0
LU,Mathematics and computer science,hybrid,35,1,0,1,0,4,0
MA,Mathematics and computer science,hybrid,61,0,0,0,0,5,0
MU,Mathematics and computer science,hybrid,1,0,0,0,0,0,0
CG,Life and earth sciences,hybrid,9,3,2,1,1,5,0
CH,Life and earth sciences,hybrid,1283,179,253,161,52,882,59
DE,Life and earth sciences,hybrid,4246,558,716,500,80,2547,192
EE,Life and earth sciences,hybrid,72,8,11,5,0,33,10
GL,Life and earth sciences,hybrid,8,3,5,3,0,7,2
GP,Life and earth sciences,hybrid,7,2,0,1,0,3,1
GT,Life and earth sciences,hybrid,2,0,1,0,0,1,0
HU,Life and earth sciences,hybrid,224,16,25,16,2,78,6
LK,Life and earth sciences,hybrid,130,1,8,3,0,19,5
LT,Life and earth sciences,hybrid,96,2,4,0,0,10,1
LV,Life and earth sciences,hybrid,22,1,2,0,0,3,1
MC,Life and earth sciences,hybrid,3,1,0,0,0,2,0
ML,Life and earth sciences,hybrid,10,3,2,3,1,8,1
MY,Life and earth sciences,hybrid,278,13,27,9,5,82,3
NP,Life and earth sciences,hybrid,29,3,9,3,5,19,2
NZ,Life and earth sciences,hybrid,333,41,56,35,19,224,19
PH,Life and earth sciences,hybrid,76,6,10,2,3,33,1
PY,Life and earth sciences,hybrid,3,0,1,0,0,1,0
SA,Life and earth sciences,hybrid,231,18,18,16,4,95,4
SG,Life and earth sciences,hybrid,248,26,37,32,4,140,5
SR,Life and earth sciences,hybrid,1,0,0,0,0,1,0
SV,Life and earth sciences,hybrid,2,1,2,1,0,2,1
TL,Life and earth sciences,hybrid,2,0,0,0,0,1,0
TN,Life and earth sciences,hybrid,113,2,4,0,0,19,0
TR,Life and earth sciences,hybrid,541,10,19,15,2,90,3
TT,Life and earth sciences,hybrid,9,1,2,1,1,6,0
US,Life and earth sciences,hybrid,19555,2874,3916,2671,501,12447,912
ZW,Life and earth sciences,hybrid,29,1,3,4,1,14,0
AE,Mathematics and computer science,hybrid,56,0,1,0,0,5,0
AZ,Mathematics and computer science,hybrid,9,0,0,0,0,0,0
BR,Mathematics and computer science,hybrid,527,2,8,4,0,72,3
CH,Mathematics and computer science,hybrid,336,10,10,11,3,94,2
CY,Mathematics and computer science,hybrid,13,0,1,0,0,3,0
FJ,Mathematics and computer science,hybrid,5,0,0,0,0,0,0
KR,Mathematics and computer science,hybrid,1074,2,14,5,1,70,2
MD,Mathematics and computer science,hybrid,3,0,0,0,0,0,0
MX,Mathematics and computer science,hybrid,279,0,5,0,0,28,0
HU,Mathematics and computer science,hybrid,148,1,3,1,0,14,2
ME,Mathematics and computer science,hybrid,4,0,0,0,0,1,0
MN,Mathematics and computer science,hybrid,4,0,0,0,0,0,0
NZ,Mathematics and computer science,hybrid,72,0,1,1,0,9,0
SY,Mathematics and computer science,hybrid,1,0,0,0,0,0,0
TH,Mathematics and computer science,hybrid,73,0,1,0,0,5,0
UA,Mathematics and computer science,hybrid,134,0,1,0,0,15,0
ZM,Mathematics and computer science,hybrid,1,0,0,0,0,0,0
AZ,Physical sciences and engineering,hybrid,8,0,0,1,0,2,0
BB,Physical sciences and engineering,hybrid,1,0,0,0,0,0,0
CH,Physical sciences and engineering,hybrid,2768,204,324,220,8,1517,70
EG,Physical sciences and engineering,hybrid,327,5,18,4,1,86,1
FJ,Physical sciences and engineering,hybrid,4,0,0,0,0,1,0
GF,Physical sciences and engineering,hybrid,1,0,0,0,0,0,0
GP,Physical sciences and engineering,hybrid,2,0,0,0,0,1,0
LV,Physical sciences and engineering,hybrid,47,2,5,0,0,10,0
MA,Physical sciences and engineering,hybrid,117,4,24,17,0,78,1
MU,Physical sciences and engineering,hybrid,4,0,0,0,0,2,0
PA,Physical sciences and engineering,hybrid,2,0,0,0,0,1,0
PH,Physical sciences and engineering,hybrid,18,1,1,0,0,3,0
QA,Physical sciences and engineering,hybrid,42,2,2,1,0,15,2
SY,Physical sciences and engineering,hybrid,6,0,2,0,0,1,0
VN,Physical sciences and engineering,hybrid,92,1,4,0,1,22,1
ZM,Physical sciences and engineering,hybrid,2,0,0,0,0,2,0
AE,Social sciences and humanities,hybrid,24,3,4,2,2,12,0
BN,Social sciences and humanities,hybrid,3,1,1,0,0,2,0
CD,Social sciences and humanities,hybrid,4,0,0,0,0,2,0
DZ,Social sciences and humanities,hybrid,9,0,0,0,1,1,0
GT,Social sciences and humanities,hybrid,2,1,2,1,1,2,0
HU,Social sciences and humanities,hybrid,80,7,15,3,3,36,0
IR,Social sciences and humanities,hybrid,272,5,14,6,2,50,5
KE,Social sciences and humanities,hybrid,106,31,22,13,28,83,3
LB,Social sciences and humanities,hybrid,17,1,2,2,1,12,1
LU,Social sciences and humanities,hybrid,17,2,4,3,2,13,0
MA,Social sciences and humanities,hybrid,4,0,2,0,1,1,0
ME,Social sciences and humanities,hybrid,3,0,0,0,0,0,0
MU,Social sciences and humanities,hybrid,2,0,0,1,0,1,0
GE,Physical sciences and engineering,hybrid,26,1,2,0,0,14,0
ID,Physical sciences and engineering,hybrid,54,0,2,1,0,10,0
IL,Physical sciences and engineering,hybrid,645,44,77,31,3,350,12
KE,Physical sciences and engineering,hybrid,6,0,0,0,0,0,0
MC,Physical sciences and engineering,hybrid,1,0,0,0,0,1,0
ME,Physical sciences and engineering,hybrid,5,0,1,0,0,2,0
MY,Physical sciences and engineering,hybrid,363,2,9,6,0,42,3
PL,Physical sciences and engineering,hybrid,4509,52,185,54,5,843,28
RO,Physical sciences and engineering,hybrid,225,1,8,3,0,56,0
SK,Physical sciences and engineering,hybrid,156,0,5,1,1,18,0
SN,Physical sciences and engineering,hybrid,4,0,0,0,0,0,0
AF,Social sciences and humanities,hybrid,2,0,1,0,1,1,0
AM,Social sciences and humanities,hybrid,2,0,0,0,0,2,0
AO,Social sciences and humanities,hybrid,2,0,1,0,0,0,0
AT,Social sciences and humanities,hybrid,554,51,99,53,31,330,9
BF,Social sciences and humanities,hybrid,6,1,2,0,3,3,0
BG,Social sciences and humanities,hybrid,5,0,0,0,0,1,0
BW,Social sciences and humanities,hybrid,4,0,1,0,0,1,0
BY,Social sciences and humanities,hybrid,2,0,1,0,0,2,0
CA,Social sciences and humanities,hybrid,990,166,298,131,78,764,32
CM,Social sciences and humanities,hybrid,10,1,1,1,0,4,0
CO,Social sciences and humanities,hybrid,92,10,11,4,4,29,1
DK,Social sciences and humanities,hybrid,324,45,96,47,25,243,12
ET,Social sciences and humanities,hybrid,50,5,5,1,8,31,0
FI,Social sciences and humanities,hybrid,349,41,87,43,20,245,6
GB,Social sciences and humanities,hybrid,8353,1533,2521,1325,775,6894,307
IE,Social sciences and humanities,hybrid,123,17,27,14,8,98,4
IS,Social sciences and humanities,hybrid,10,4,5,1,1,9,0
JP,Social sciences and humanities,hybrid,567,37,92,32,18,301,11
KR,Social sciences and humanities,hybrid,878,12,55,19,10,232,7
LY,Social sciences and humanities,hybrid,3,0,0,0,0,2,0
MC,Social sciences and humanities,hybrid,1,0,0,1,0,1,0
MD,Social sciences and humanities,hybrid,2,0,0,0,0,0,0
MK,Social sciences and humanities,hybrid,11,0,0,0,0,1,0
MT,Social sciences and humanities,hybrid,6,1,1,0,1,5,0
MX,Social sciences and humanities,hybrid,214,7,14,6,7,47,1
MY,Social sciences and humanities,hybrid,139,5,14,5,3,37,3
NG,Mathematics and computer science,hybrid,26,0,0,0,0,3,0
OM,Mathematics and computer science,hybrid,8,0,0,0,0,0,0
TW,Mathematics and computer science,hybrid,693,0,4,2,1,45,1
UY,Mathematics and computer science,hybrid,16,0,0,0,0,0,0
VE,Mathematics and computer science,hybrid,15,0,0,0,0,0,0
AE,Physical sciences and engineering,hybrid,53,0,1,0,0,15,0
AM,Physical sciences and engineering,hybrid,341,63,82,46,1,331,13
AR,Physical sciences and engineering,hybrid,226,5,23,3,0,90,2
BF,Physical sciences and engineering,hybrid,1,0,0,0,0,1,0
BI,Physical sciences and engineering,hybrid,2,0,0,0,0,1,0
HU,Physical sciences and engineering,hybrid,375,8,24,9,2,136,4
IN,Physical sciences and engineering,hybrid,3072,47,161,35,1,867,23
IR,Physical sciences and engineering,hybrid,1041,11,35,6,2,178,4
MK,Physical sciences and engineering,hybrid,22,0,2,0,0,1,0
MT,Physical sciences and engineering,hybrid,8,0,0,0,0,2,0
MX,Physical sciences and engineering,hybrid,467,17,43,14,0,161,4
MZ,Physical sciences and engineering,hybrid,1,0,0,0,0,0,0
NA,Physical sciences and engineering,hybrid,2,0,0,1,0,1,0
NG,Physical sciences and engineering,hybrid,58,1,2,1,0,17,2
NO,Physical sciences and engineering,hybrid,529,28,46,20,5,232,8
NZ,Physical sciences and engineering,hybrid,184,10,26,14,2,104,8
OM,Physical sciences and engineering,hybrid,14,0,0,0,0,1,0
PE,Physical sciences and engineering,hybrid,7,0,1,0,0,2,0
PF,Physical sciences and engineering,hybrid,1,0,0,0,0,0,0
PS,Physical sciences and engineering,hybrid,4,0,0,0,0,1,0
TG,Physical sciences and engineering,hybrid,1,0,0,0,0,0,0
TH,Physical sciences and engineering,hybrid,149,1,8,4,0,48,2
TZ,Physical sciences and engineering,hybrid,8,2,2,3,0,3,1
AZ,Social sciences and humanities,hybrid,2,0,1,0,0,2,0
BD,Social sciences and humanities,hybrid,31,2,6,2,2,20,1
BR,Social sciences and humanities,hybrid,417,27,67,23,17,151,7
CY,Social sciences and humanities,hybrid,29,0,1,0,2,3,0
DE,Social sciences and humanities,hybrid,1411,157,286,150,104,905,52
EG,Social sciences and humanities,hybrid,22,1,6,2,1,8,0
GL,Social sciences and humanities,hybrid,1,1,0,1,0,0,0
GM,Social sciences and humanities,hybrid,4,0,0,0,0,2,0
PH,Mathematics and computer science,hybrid,11,0,0,0,0,0,0
PS,Mathematics and computer science,hybrid,3,0,0,1,0,0,0
RE,Mathematics and computer science,hybrid,1,0,0,0,0,0,0
RS,Mathematics and computer science,hybrid,103,0,1,1,0,5,0
SE,Mathematics and computer science,hybrid,496,7,22,8,5,125,5
TM,Mathematics and computer science,hybrid,1,0,0,0,0,0,0
UZ,Mathematics and computer science,hybrid,10,0,0,0,0,0,0
BN,Physical sciences and engineering,hybrid,7,1,2,1,0,3,1
BO,Physical sciences and engineering,hybrid,10,0,0,0,0,1,0
BR,Physical sciences and engineering,hybrid,1708,21,130,29,2,503,8
CD,Physical sciences and engineering,hybrid,1,0,0,0,0,1,0
CI,Physical sciences and engineering,hybrid,2,0,0,0,0,0,0
CO,Physical sciences and engineering,hybrid,96,0,3,1,0,25,1
EE,Physical sciences and engineering,hybrid,92,8,9,0,1,35,0
ET,Physical sciences and engineering,hybrid,17,0,2,1,0,9,0
FI,Physical sciences and engineering,hybrid,789,39,63,37,2,402,13
GA,Physical sciences and engineering,hybrid,1,0,0,0,0,0,0
IQ,Physical sciences and engineering,hybrid,101,2,4,2,0,27,1
IS,Physical sciences and engineering,hybrid,25,1,1,1,1,9,0
JP,Physical sciences and engineering,hybrid,6719,288,508,256,7,2554,60
KG,Physical sciences and engineering,hybrid,1,0,0,0,0,1,0
KH,Physical sciences and engineering,hybrid,1,0,0,0,0,0,0
KW,Physical sciences and engineering,hybrid,7,0,1,0,0,2,0
LB,Physical sciences and engineering,hybrid,29,3,4,4,0,14,1
LK,Physical sciences and engineering,hybrid,50,1,2,2,0,5,0
LS,Physical sciences and engineering,hybrid,1,0,0,0,0,1,0
LT,Physical sciences and engineering,hybrid,179,3,7,0,0,25,1
MD,Physical sciences and engineering,hybrid,15,0,2,0,0,10,0
PK,Physical sciences and engineering,hybrid,294,4,15,0,1,54,2
PT,Physical sciences and engineering,hybrid,523,20,69,9,0,205,8
SM,Physical sciences and engineering,hybrid,1,0,0,0,0,0,0
UY,Physical sciences and engineering,hybrid,9,1,1,1,0,4,0
ZA,Physical sciences and engineering,hybrid,306,16,17,6,3,109,1
BB,Social sciences and humanities,hybrid,1,1,1,0,0,1,0
BE,Social sciences and humanities,hybrid,276,32,63,19,17,189,8
BH,Social sciences and humanities,hybrid,2,0,1,0,0,0,0
NA,Mathematics and computer science,hybrid,1,0,0,0,0,0,0
NL,Mathematics and computer science,hybrid,856,12,66,12,8,282,12
NO,Mathematics and computer science,hybrid,204,1,10,3,3,54,0
PE,Mathematics and computer science,hybrid,15,0,0,0,0,3,0
QA,Mathematics and computer science,hybrid,35,0,1,0,0,6,0
RO,Mathematics and computer science,hybrid,195,0,3,0,0,16,1
RU,Mathematics and computer science,hybrid,308,0,5,1,0,44,3
SD,Mathematics and computer science,hybrid,3,0,0,0,0,2,0
SK,Mathematics and computer science,hybrid,122,0,0,0,0,6,0
TJ,Mathematics and computer science,hybrid,2,0,0,0,0,1,0
US,Mathematics and computer science,hybrid,7543,129,219,133,25,1472,85
AU,Physical sciences and engineering,hybrid,1995,127,297,115,5,1059,42
BD,Physical sciences and engineering,hybrid,58,1,4,2,1,15,1
BJ,Physical sciences and engineering,hybrid,7,0,1,0,0,2,0
BS,Physical sciences and engineering,hybrid,1,0,0,0,0,0,0
BY,Physical sciences and engineering,hybrid,28,0,1,1,0,11,0
CA,Physical sciences and engineering,hybrid,2482,154,238,137,14,1303,57
CY,Physical sciences and engineering,hybrid,54,2,6,2,0,32,1
CZ,Physical sciences and engineering,hybrid,835,22,76,20,1,319,11
DE,Physical sciences and engineering,hybrid,9839,546,851,549,28,4827,189
GB,Physical sciences and engineering,hybrid,16721,931,1418,785,113,9072,376
GT,Physical sciences and engineering,hybrid,1,0,0,0,0,0,0
HR,Physical sciences and engineering,hybrid,158,3,13,3,0,56,1
IE,Physical sciences and engineering,hybrid,308,20,27,10,0,156,6
JO,Physical sciences and engineering,hybrid,31,0,1,0,0,8,1
KP,Physical sciences and engineering,hybrid,4,1,0,1,0,2,0
KR,Physical sciences and engineering,hybrid,2367,68,116,74,5,723,17
LU,Physical sciences and engineering,hybrid,69,4,7,1,0,31,2
MN,Physical sciences and engineering,hybrid,4,0,0,0,0,2,0
RS,Physical sciences and engineering,hybrid,126,3,5,0,0,28,0
SA,Physical sciences and engineering,hybrid,414,11,20,29,0,133,5
SE,Physical sciences and engineering,hybrid,2797,102,181,104,12,1200,40
SG,Physical sciences and engineering,hybrid,799,45,59,47,3,327,15
TR,Physical sciences and engineering,hybrid,540,9,27,5,1,155,3
TW,Physical sciences and engineering,hybrid,1049,28,73,17,1,299,6
UA,Physical sciences and engineering,hybrid,288,2,19,4,0,99,2
MY,Mathematics and computer science,hybrid,241,0,9,1,1,23,4
PL,Mathematics and computer science,hybrid,1539,4,41,2,0,221,8
PT,Mathematics and computer science,hybrid,244,3,8,1,0,35,2
PY,Mathematics and computer science,hybrid,2,0,0,0,0,0,0
SI,Mathematics and computer science,hybrid,112,0,2,0,0,19,1
SN,Mathematics and computer science,hybrid,6,0,0,0,0,0,0
TN,Mathematics and computer science,hybrid,102,0,0,1,0,3,0
TZ,Mathematics and computer science,hybrid,1,0,0,0,0,1,0
AL,Physical sciences and engineering,hybrid,3,0,0,0,0,0,0
BA,Physical sciences and engineering,hybrid,2,0,0,0,1,1,0
BE,Physical sciences and engineering,hybrid,869,31,74,33,4,424,13
BG,Physical sciences and engineering,hybrid,107,1,5,1,0,21,1
BW,Physical sciences and engineering,hybrid,5,0,0,0,0,2,0
CM,Physical sciences and engineering,hybrid,9,0,0,0,0,2,0
CN,Physical sciences and engineering,hybrid,17374,297,797,407,14,5343,79
CR,Physical sciences and engineering,hybrid,31,1,5,0,0,11,0
CU,Physical sciences and engineering,hybrid,23,2,0,0,0,5,0
EC,Physical sciences and engineering,hybrid,11,1,0,0,0,3,0
ES,Physical sciences and engineering,hybrid,2652,136,286,124,4,1356,32
FR,Physical sciences and engineering,hybrid,3975,224,360,190,4,2007,50
GH,Physical sciences and engineering,hybrid,10,0,1,0,0,5,0
GR,Physical sciences and engineering,hybrid,283,10,24,2,2,109,2
HN,Physical sciences and engineering,hybrid,1,0,0,0,0,0,0
IT,Physical sciences and engineering,hybrid,2900,124,217,113,14,1239,37
KZ,Physical sciences and engineering,hybrid,36,0,6,0,0,11,1
LY,Physical sciences and engineering,hybrid,6,0,0,0,0,1,0
NL,Physical sciences and engineering,hybrid,3743,175,302,185,29,1821,73
NP,Physical sciences and engineering,hybrid,5,0,1,0,0,3,0
RU,Physical sciences and engineering,hybrid,1594,47,119,84,1,746,22
SD,Physical sciences and engineering,hybrid,5,0,0,0,0,1,0
SI,Physical sciences and engineering,hybrid,225,5,18,3,0,105,3
TN,Physical sciences and engineering,hybrid,104,0,2,1,0,16,0
TT,Physical sciences and engineering,hybrid,4,0,0,0,0,0,0
US,Physical sciences and engineering,hybrid,42769,2944,4116,2654,121,22071,849
ZW,Physical sciences and engineering,hybrid,2,0,0,0,0,0,0
AR,Social sciences and humanities,hybrid,72,3,6,2,4,21,1
NA,Social sciences and humanities,hybrid,1,0,0,0,0,0,0
NG,Social sciences and humanities,hybrid,64,4,7,3,1,29,1
NI,Social sciences and humanities,hybrid,3,1,1,1,2,3,0
NO,Social sciences and humanities,hybrid,552,82,132,77,36,390,16
OM,Social sciences and humanities,hybrid,3,0,1,0,0,0,0
PA,Social sciences and humanities,hybrid,2,0,1,0,0,1,0
PG,Social sciences and humanities,hybrid,2,0,1,0,1,1,0
PH,Social sciences and humanities,hybrid,13,1,4,1,2,7,0
QA,Social sciences and humanities,hybrid,18,3,7,3,1,11,0
SB,Social sciences and humanities,hybrid,1,0,0,0,0,1,0
SK,Social sciences and humanities,hybrid,30,0,3,0,0,7,0
SS,Social sciences and humanities,hybrid,1,0,0,0,0,1,0
SY,Social sciences and humanities,hybrid,3,2,2,1,2,2,0
TH,Social sciences and humanities,hybrid,45,2,5,2,3,12,1
VA,Social sciences and humanities,hybrid,1,0,1,1,0,1,0
NP,Social sciences and humanities,hybrid,14,1,3,1,1,9,1
PL,Social sciences and humanities,hybrid,493,27,71,15,5,203,11
PY,Social sciences and humanities,hybrid,2,0,0,0,0,0,0
SE,Social sciences and humanities,hybrid,1223,135,326,132,72,883,34
SR,Social sciences and humanities,hybrid,1,0,1,0,0,1,0
SZ,Social sciences and humanities,hybrid,2,0,1,0,0,2,0
TL,Social sciences and humanities,hybrid,1,0,0,0,0,0,0
TT,Social sciences and humanities,hybrid,2,0,0,0,0,2,0
TW,Social sciences and humanities,hybrid,267,9,23,8,6,77,4
TZ,Social sciences and humanities,hybrid,25,5,7,3,2,20,1
VN,Social sciences and humanities,hybrid,19,1,5,2,2,11,1
YE,Social sciences and humanities,hybrid,1,0,0,0,0,0,0
BJ,Social sciences and humanities,hybrid,6,0,0,0,0,2,0
CI,Social sciences and humanities,hybrid,7,1,1,0,0,5,0
CN,Social sciences and humanities,hybrid,1328,44,115,49,23,402,19
EC,Social sciences and humanities,hybrid,13,0,3,0,1,4,0
GH,Social sciences and humanities,hybrid,54,3,5,3,4,31,1
GW,Social sciences and humanities,hybrid,1,0,0,0,0,1,0
KN,Social sciences and humanities,hybrid,1,1,0,0,1,1,0
KZ,Social sciences and humanities,hybrid,8,0,1,0,0,2,0
LI,Social sciences and humanities,hybrid,3,1,0,0,0,2,0
LK,Social sciences and humanities,hybrid,19,3,4,2,3,12,1
LT,Social sciences and humanities,hybrid,87,2,2,0,0,17,0
LV,Social sciences and humanities,hybrid,8,0,2,0,0,4,0
MM,Social sciences and humanities,hybrid,2,0,1,0,0,2,0
PS,Social sciences and humanities,hybrid,3,1,1,0,0,2,0
SG,Social sciences and humanities,hybrid,116,11,31,10,7,81,1
SN,Social sciences and humanities,hybrid,3,0,1,0,0,1,0
TR,Social sciences and humanities,hybrid,357,3,9,2,1,30,4
UZ,Social sciences and humanities,hybrid,2,0,0,0,0,0,0
ZW,Social sciences and humanities,hybrid,12,1,2,1,2,6,1
UG,Physical sciences and engineering,hybrid,3,0,0,0,0,0,0
UZ,Physical sciences and engineering,hybrid,7,0,1,0,0,4,0
VE,Physical sciences and engineering,hybrid,20,1,1,1,0,8,0
YE,Physical sciences and engineering,hybrid,3,0,0,0,0,1,0
BI,Social sciences and humanities,hybrid,4,1,4,0,2,4,0
BO,Social sciences and humanities,hybrid,1,0,0,0,0,1,0
BZ,Social sciences and humanities,hybrid,1,0,0,0,0,1,0
CH,Social sciences and humanities,hybrid,469,62,125,81,50,339,14
CL,Social sciences and humanities,hybrid,193,5,16,6,6,42,3
DO,Social sciences and humanities,hybrid,1,0,0,0,0,1,0
EE,Social sciences and humanities,hybrid,18,3,3,2,0,5,0
FJ,Social sciences and humanities,hybrid,2,0,0,0,1,1,0
GD,Social sciences and humanities,hybrid,1,0,0,0,0,1,0
GR,Social sciences and humanities,hybrid,88,5,11,6,2,40,3
HN,Social sciences and humanities,hybrid,1,0,0,0,0,0,0
JM,Social sciences and humanities,hybrid,2,0,1,0,0,2,0
JO,Social sciences and humanities,hybrid,13,1,2,2,1,5,0
LA,Social sciences and humanities,hybrid,2,0,0,0,0,2,0
MW,Social sciences and humanities,hybrid,16,4,5,2,3,13,1
MZ,Social sciences and humanities,hybrid,11,3,3,1,2,10,0
RO,Social sciences and humanities,hybrid,56,3,2,2,1,15,1
SD,Social sciences and humanities,hybrid,3,0,1,0,0,1,0
SL,Social sciences and humanities,hybrid,4,0,1,0,0,3,0
ZA,Social sciences and humanities,hybrid,299,22,51,18,17,146,7
HR,Social sciences and humanities,hybrid,63,1,3,0,0,13,1
ID,Social sciences and humanities,hybrid,90,35,25,9,24,59,1
IL,Social sciences and humanities,hybrid,105,13,21,14,6,55,6
IN,Social sciences and humanities,hybrid,191,18,37,18,19,93,8
IQ,Social sciences and humanities,hybrid,8,1,2,1,0,4,2
IT,Social sciences and humanities,hybrid,658,66,119,59,71,405,20
KH,Social sciences and humanities,hybrid,7,1,2,1,0,6,1
MG,Social sciences and humanities,hybrid,1,0,0,0,0,0,0
NL,Social sciences and humanities,hybrid,3423,359,757,247,232,2422,63
NZ,Social sciences and humanities,hybrid,110,19,24,20,12,67,3
PE,Social sciences and humanities,hybrid,39,10,12,6,3,23,0
PW,Social sciences and humanities,hybrid,1,0,0,0,1,1,0
RU,Social sciences and humanities,hybrid,68,4,7,3,1,19,2
RW,Social sciences and humanities,hybrid,12,4,2,3,0,8,0
SI,Social sciences and humanities,hybrid,53,2,7,1,0,12,1
SV,Social sciences and humanities,hybrid,2,0,1,0,1,1,0
UA,Social sciences and humanities,hybrid,3,0,0,0,0,1,0
UG,Social sciences and humanities,hybrid,44,4,7,3,1,26,2
US,Social sciences and humanities,hybrid,6476,1165,1742,1127,539,4483,255
UY,Social sciences and humanities,hybrid,16,1,2,1,1,9,0
VE,Social sciences and humanities,hybrid,9,1,3,1,0,5,1
ZM,Social sciences and humanities,hybrid,7,1,1,2,1,3,0
