country,classification,type,items,blogs,facebook,news,policies,twitter,wikipedia
AU,Social sciences and humanities,hybrid,1178,188,312,185,162,888,41
BA,Social sciences and humanities,hybrid,2,0,0,0,0,0,0
BS,Social sciences and humanities,hybrid,1,0,0,0,0,1,0
CR,Social sciences and humanities,hybrid,14,2,4,2,4,9,2
CU,Social sciences and humanities,hybrid,17,0,3,0,0,3,0
CV,Social sciences and humanities,hybrid,1,0,0,0,0,1,0
CZ,Social sciences and humanities,hybrid,79,5,12,7,3,27,2
ES,Social sciences and humanities,hybrid,1009,56,119,58,28,389,15
FR,Social sciences and humanities,hybrid,581,59,87,49,37,303,12
GA,Social sciences and humanities,hybrid,2,0,0,0,0,1,0
GE,Social sciences and humanities,hybrid,3,0,1,0,0,2,1
GY,Social sciences and humanities,hybrid,1,1,0,1,0,1,0
KW,Social sciences and humanities,hybrid,2,1,1,1,0,1,0
ML,Social sciences and humanities,hybrid,3,0,0,0,1,2,0
MN,Social sciences and humanities,hybrid,1,0,0,0,0,0,0
NC,Social sciences and humanities,hybrid,1,0,0,0,0,1,0
NE,Social sciences and humanities,hybrid,2,0,1,0,1,2,0
PK,Social sciences and humanities,hybrid,64,1,6,2,1,21,2
PT,Social sciences and humanities,hybrid,147,5,28,7,7,62,2
RS,Social sciences and humanities,hybrid,36,2,1,2,0,5,0
SA,Social sciences and humanities,hybrid,79,2,9,1,2,35,3
TN,Social sciences and humanities,hybrid,9,0,0,0,0,0,0
TO,Social sciences and humanities,hybrid,1,0,1,0,1,1,0
AR,Biomedical and health sciences,bronze,1394,27,165,58,8,533,24
BH,Biomedical and health sciences,bronze,26,3,4,1,1,15,4
CG,Biomedical and health sciences,bronze,5,0,0,0,0,3,0
CR,Biomedical and health sciences,bronze,33,2,6,3,2,13,1
DZ,Biomedical and health sciences,bronze,83,0,4,3,0,9,0
EC,Biomedical and health sciences,bronze,38,1,6,4,1,18,1
GF,Biomedical and health sciences,bronze,12,1,2,2,0,5,1
GH,Biomedical and health sciences,bronze,96,5,18,9,8,61,1
GT,Biomedical and health sciences,bronze,21,1,4,1,2,11,0
GY,Biomedical and health sciences,bronze,1,0,0,0,0,1,0
IR,Biomedical and health sciences,bronze,2023,42,184,77,25,565,16
JM,Biomedical and health sciences,bronze,37,0,8,4,2,14,0
KP,Biomedical and health sciences,bronze,3,0,0,0,0,0,0
MG,Biomedical and health sciences,bronze,6,0,2,0,1,5,0
NA,Biomedical and health sciences,bronze,4,0,1,1,0,3,0
PG,Biomedical and health sciences,bronze,18,2,6,2,4,9,1
RE,Biomedical and health sciences,bronze,2,0,0,0,0,1,1
RW,Biomedical and health sciences,bronze,20,2,4,3,2,14,0
SD,Biomedical and health sciences,bronze,39,1,3,0,1,11,0
SI,Biomedical and health sciences,bronze,294,8,30,9,6,107,7
SL,Biomedical and health sciences,bronze,6,2,2,3,2,4,1
SO,Biomedical and health sciences,bronze,1,0,0,0,0,0,0
SR,Biomedical and health sciences,bronze,5,0,0,0,0,2,0
SY,Biomedical and health sciences,bronze,36,2,3,2,1,12,2
AF,Life and earth sciences,bronze,5,0,1,0,0,3,0
AL,Life and earth sciences,bronze,11,0,0,0,0,1,0
BO,Life and earth sciences,bronze,25,3,4,1,2,14,2
CD,Life and earth sciences,bronze,11,1,3,1,1,4,2
CI,Life and earth sciences,bronze,24,3,3,2,1,11,0
CM,Life and earth sciences,bronze,56,0,4,3,0,20,2
CN,Life and earth sciences,bronze,17542,794,1228,727,101,5604,753
CR,Life and earth sciences,bronze,66,11,19,7,1,39,6
CZ,Life and earth sciences,bronze,1567,75,103,39,4,386,56
DK,Life and earth sciences,bronze,1275,188,256,165,47,784,66
DM,Life and earth sciences,bronze,1,0,1,1,0,1,0
EC,Life and earth sciences,bronze,69,6,15,7,0,31,4
ES,Life and earth sciences,bronze,4138,401,708,352,56,2256,183
AD,Biomedical and health sciences,bronze,1,0,0,0,0,1,0
AE,Biomedical and health sciences,bronze,106,10,10,3,0,43,1
AF,Biomedical and health sciences,bronze,15,1,0,1,0,2,0
BE,Biomedical and health sciences,bronze,3789,205,681,316,108,2335,112
BN,Biomedical and health sciences,bronze,10,0,1,0,0,1,0
CD,Biomedical and health sciences,bronze,19,3,3,2,1,12,1
CF,Biomedical and health sciences,bronze,1,0,1,0,0,1,0
CI,Biomedical and health sciences,bronze,16,1,1,0,1,9,0
CL,Biomedical and health sciences,bronze,698,21,108,29,8,353,12
DK,Biomedical and health sciences,bronze,4314,350,1023,574,148,2790,121
DM,Biomedical and health sciences,bronze,3,0,1,1,0,3,0
FJ,Biomedical and health sciences,bronze,3,0,0,0,0,2,0
GI,Biomedical and health sciences,bronze,1,0,1,1,0,1,0
GN,Biomedical and health sciences,bronze,8,1,3,2,1,6,1
ID,Biomedical and health sciences,bronze,180,4,14,3,9,65,3
IL,Biomedical and health sciences,bronze,2936,225,525,326,53,1790,101
IT,Biomedical and health sciences,bronze,12955,580,2182,896,294,7027,285
KH,Biomedical and health sciences,bronze,28,2,5,3,5,14,1
LI,Biomedical and health sciences,bronze,7,0,0,1,0,4,0
LK,Biomedical and health sciences,bronze,78,5,9,4,6,38,0
MM,Biomedical and health sciences,bronze,12,1,2,0,2,6,0
MR,Biomedical and health sciences,bronze,1,0,0,0,0,1,0
MT,Biomedical and health sciences,bronze,43,0,5,1,0,20,1
MU,Biomedical and health sciences,bronze,1,0,0,0,0,1,0
MX,Biomedical and health sciences,bronze,1261,25,134,52,8,507,12
PF,Biomedical and health sciences,bronze,2,1,1,1,0,1,1
PS,Biomedical and health sciences,bronze,11,0,3,1,0,5,2
SB,Biomedical and health sciences,bronze,1,0,0,0,1,0,0
TG,Biomedical and health sciences,bronze,4,0,0,0,0,1,0
TR,Biomedical and health sciences,bronze,8956,41,303,60,32,1157,30
TW,Biomedical and health sciences,bronze,3804,118,489,222,44,1695,54
UZ,Biomedical and health sciences,bronze,3,0,1,0,1,3,0
VU,Biomedical and health sciences,bronze,2,0,0,0,0,0,0
ZW,Biomedical and health sciences,bronze,17,0,1,2,1,7,0
AE,Life and earth sciences,bronze,54,5,3,2,1,20,0
BI,Life and earth sciences,bronze,2,0,0,0,0,0,0
BM,Life and earth sciences,bronze,9,4,0,0,0,0,1
AT,Biomedical and health sciences,bronze,2271,137,390,250,36,1209,50
BI,Biomedical and health sciences,bronze,1,0,0,0,0,0,0
BO,Biomedical and health sciences,bronze,15,1,3,2,1,7,0
BR,Biomedical and health sciences,bronze,5100,192,782,288,78,2208,92
BW,Biomedical and health sciences,bronze,20,1,3,1,1,9,0
CN,Biomedical and health sciences,bronze,43690,894,2858,1747,255,15829,511
EG,Biomedical and health sciences,bronze,1120,25,104,30,14,366,13
GA,Biomedical and health sciences,bronze,21,2,5,2,1,18,2
GR,Biomedical and health sciences,bronze,1724,54,247,96,33,841,42
GW,Biomedical and health sciences,bronze,8,0,1,1,1,6,0
IQ,Biomedical and health sciences,bronze,64,2,5,3,2,16,0
IS,Biomedical and health sciences,bronze,132,10,30,21,3,77,5
KE,Biomedical and health sciences,bronze,131,8,23,11,20,71,1
KN,Biomedical and health sciences,bronze,7,1,0,1,0,1,0
KR,Biomedical and health sciences,bronze,11448,222,1092,414,99,4051,122
KZ,Biomedical and health sciences,bronze,22,0,1,1,0,7,0
LR,Biomedical and health sciences,bronze,2,0,1,0,1,2,0
LT,Biomedical and health sciences,bronze,146,4,7,6,3,48,2
LV,Biomedical and health sciences,bronze,41,4,4,2,0,14,0
MK,Biomedical and health sciences,bronze,38,3,5,1,2,11,1
MZ,Biomedical and health sciences,bronze,26,1,3,1,2,14,1
NI,Biomedical and health sciences,bronze,4,1,1,1,1,4,0
NL,Biomedical and health sciences,bronze,11123,746,2272,1086,542,7258,319
NP,Biomedical and health sciences,bronze,38,3,9,7,6,23,2
PK,Biomedical and health sciences,bronze,532,9,32,12,8,100,6
PT,Biomedical and health sciences,bronze,1336,51,288,80,20,702,25
SE,Biomedical and health sciences,bronze,5354,419,1090,735,142,3360,138
SG,Biomedical and health sciences,bronze,1940,132,321,204,37,951,51
TN,Biomedical and health sciences,bronze,221,3,16,8,3,64,3
VE,Biomedical and health sciences,bronze,72,4,15,5,1,37,2
WS,Biomedical and health sciences,bronze,1,0,0,0,0,1,0
YE,Biomedical and health sciences,bronze,11,1,1,1,1,4,0
ZA,Biomedical and health sciences,bronze,1049,61,166,81,61,497,34
AM,Life and earth sciences,bronze,4,0,0,0,0,0,0
AO,Life and earth sciences,bronze,3,0,1,0,0,2,0
AZ,Life and earth sciences,bronze,14,0,0,0,0,0,1
BJ,Life and earth sciences,bronze,21,3,3,2,0,11,0
AO,Biomedical and health sciences,bronze,2,0,1,0,0,1,0
AU,Biomedical and health sciences,bronze,12582,1124,2838,1728,688,8086,458
BB,Biomedical and health sciences,bronze,7,1,1,1,1,4,0
BT,Biomedical and health sciences,bronze,3,0,1,0,1,2,0
BY,Biomedical and health sciences,bronze,19,0,5,0,1,9,1
CA,Biomedical and health sciences,bronze,16757,1437,3704,1926,465,10351,499
CZ,Biomedical and health sciences,bronze,1776,29,119,50,18,559,35
DE,Biomedical and health sciences,bronze,21267,1117,3144,2026,410,11554,545
ER,Biomedical and health sciences,bronze,3,0,0,0,0,1,0
FR,Biomedical and health sciences,bronze,12708,634,2131,1111,270,7683,327
GB,Biomedical and health sciences,bronze,23159,2480,5606,2818,1280,15992,1051
GD,Biomedical and health sciences,bronze,16,0,2,0,0,9,2
IE,Biomedical and health sciences,bronze,1560,127,337,153,54,1046,64
IN,Biomedical and health sciences,bronze,4287,95,449,182,112,1625,120
JO,Biomedical and health sciences,bronze,149,1,12,1,4,46,1
LS,Biomedical and health sciences,bronze,6,0,1,0,0,2,0
LY,Biomedical and health sciences,bronze,17,0,1,0,0,5,1
MW,Biomedical and health sciences,bronze,51,3,8,3,5,27,1
MY,Biomedical and health sciences,bronze,918,23,83,33,10,251,18
NG,Biomedical and health sciences,bronze,290,5,29,7,10,95,9
OM,Biomedical and health sciences,bronze,38,0,2,1,1,17,1
PE,Biomedical and health sciences,bronze,104,3,24,8,4,58,4
PH,Biomedical and health sciences,bronze,63,4,14,5,5,31,3
RU,Biomedical and health sciences,bronze,1214,44,61,67,12,306,26
SK,Biomedical and health sciences,bronze,729,5,21,7,3,108,8
SN,Biomedical and health sciences,bronze,32,3,7,3,1,18,1
SS,Biomedical and health sciences,bronze,1,0,0,0,1,0,0
ST,Biomedical and health sciences,bronze,1,0,0,0,0,0,0
TD,Biomedical and health sciences,bronze,3,0,0,0,0,1,0
TL,Biomedical and health sciences,bronze,1,0,0,0,0,1,0
US,Biomedical and health sciences,bronze,134643,14129,31754,20553,3979,89427,4375
BA,Life and earth sciences,bronze,38,0,1,0,0,3,0
BB,Life and earth sciences,bronze,3,0,1,0,1,2,0
BE,Life and earth sciences,bronze,1334,130,208,101,30,754,69
BH,Life and earth sciences,bronze,4,1,1,0,0,1,1
BW,Life and earth sciences,bronze,31,1,9,3,2,22,0
BZ,Life and earth sciences,bronze,2,0,1,0,0,1,0
AL,Biomedical and health sciences,bronze,16,0,2,0,0,4,0
AM,Biomedical and health sciences,bronze,10,0,3,1,0,4,0
AZ,Biomedical and health sciences,bronze,8,0,0,0,0,0,0
BD,Biomedical and health sciences,bronze,166,6,20,8,13,73,3
BF,Biomedical and health sciences,bronze,24,1,4,1,4,13,1
BJ,Biomedical and health sciences,bronze,12,1,1,1,0,5,0
BS,Biomedical and health sciences,bronze,1,0,0,0,0,0,0
CH,Biomedical and health sciences,bronze,5256,374,1022,515,163,3149,166
CO,Biomedical and health sciences,bronze,542,11,102,24,6,250,8
CU,Biomedical and health sciences,bronze,53,1,6,3,1,27,0
ET,Biomedical and health sciences,bronze,88,6,11,6,3,44,1
GL,Biomedical and health sciences,bronze,6,0,0,0,0,3,0
GP,Biomedical and health sciences,bronze,11,0,0,1,0,4,0
HN,Biomedical and health sciences,bronze,2,0,0,0,0,1,0
HR,Biomedical and health sciences,bronze,401,11,33,9,3,104,7
HU,Biomedical and health sciences,bronze,843,25,91,37,5,345,13
LB,Biomedical and health sciences,bronze,197,5,39,14,6,100,6
MA,Biomedical and health sciences,bronze,78,0,2,1,1,19,2
ME,Biomedical and health sciences,bronze,14,0,1,0,0,0,0
NE,Biomedical and health sciences,bronze,5,0,0,1,0,3,0
NO,Biomedical and health sciences,bronze,2069,174,466,294,58,1302,50
NZ,Biomedical and health sciences,bronze,1374,136,315,188,65,826,58
PA,Biomedical and health sciences,bronze,18,1,2,2,1,11,1
PY,Biomedical and health sciences,bronze,6,0,2,0,0,1,0
RO,Biomedical and health sciences,bronze,623,6,41,15,9,125,3
SV,Biomedical and health sciences,bronze,4,0,1,0,1,3,0
TH,Biomedical and health sciences,bronze,1214,31,132,41,34,440,25
TJ,Biomedical and health sciences,bronze,2,0,0,0,0,1,1
TT,Biomedical and health sciences,bronze,17,0,1,0,2,6,1
UY,Biomedical and health sciences,bronze,89,3,10,5,0,46,2
AT,Life and earth sciences,bronze,853,85,120,87,11,413,52
BG,Life and earth sciences,bronze,108,2,3,1,1,9,3
DO,Life and earth sciences,bronze,1,0,0,0,0,1,0
DZ,Life and earth sciences,bronze,172,4,7,6,0,25,6
GH,Life and earth sciences,bronze,53,3,8,4,7,23,1
GR,Life and earth sciences,bronze,520,35,46,24,17,176,16
HR,Life and earth sciences,bronze,251,5,8,5,1,35,2
BA,Biomedical and health sciences,bronze,64,1,1,1,0,15,1
BG,Biomedical and health sciences,bronze,133,1,3,2,1,27,1
BM,Biomedical and health sciences,bronze,1,1,0,0,0,0,0
CM,Biomedical and health sciences,bronze,54,0,6,4,1,20,1
CV,Biomedical and health sciences,bronze,1,0,1,0,0,1,0
CY,Biomedical and health sciences,bronze,95,4,12,7,1,49,1
DO,Biomedical and health sciences,bronze,3,0,0,0,0,2,0
EE,Biomedical and health sciences,bronze,123,6,20,9,2,53,5
ES,Biomedical and health sciences,bronze,8684,418,1719,817,166,5029,177
FI,Biomedical and health sciences,bronze,2274,184,484,273,56,1447,74
GE,Biomedical and health sciences,bronze,21,2,6,2,2,11,1
GM,Biomedical and health sciences,bronze,21,1,4,2,4,15,0
HT,Biomedical and health sciences,bronze,11,0,1,1,1,10,0
JP,Biomedical and health sciences,bronze,35295,676,2830,1087,252,11877,357
KG,Biomedical and health sciences,bronze,16,0,0,0,0,3,0
KW,Biomedical and health sciences,bronze,102,1,10,2,1,36,2
LA,Biomedical and health sciences,bronze,11,1,1,0,2,6,2
LU,Biomedical and health sciences,bronze,73,5,16,9,2,44,3
MC,Biomedical and health sciences,bronze,14,1,5,3,0,10,1
MD,Biomedical and health sciences,bronze,4,0,2,0,0,3,0
ML,Biomedical and health sciences,bronze,17,1,5,1,1,10,1
MN,Biomedical and health sciences,bronze,12,0,2,1,1,4,0
MV,Biomedical and health sciences,bronze,1,0,1,0,0,0,0
NC,Biomedical and health sciences,bronze,7,0,2,0,1,2,0
PL,Biomedical and health sciences,bronze,2822,50,193,73,21,767,32
QA,Biomedical and health sciences,bronze,110,16,39,15,1,74,2
RS,Biomedical and health sciences,bronze,481,8,29,10,2,138,3
SA,Biomedical and health sciences,bronze,901,26,98,47,16,327,15
TZ,Biomedical and health sciences,bronze,69,3,9,5,6,40,2
UA,Biomedical and health sciences,bronze,81,3,6,3,0,28,2
UG,Biomedical and health sciences,bronze,95,6,19,11,9,64,2
VN,Biomedical and health sciences,bronze,151,7,13,5,6,55,1
ZM,Biomedical and health sciences,bronze,35,1,5,3,4,20,1
AR,Life and earth sciences,bronze,1166,78,175,55,7,479,66
AU,Life and earth sciences,bronze,5453,824,1189,772,230,3303,308
BD,Life and earth sciences,bronze,186,6,14,6,7,49,6
BF,Life and earth sciences,bronze,23,1,4,2,3,11,1
BN,Life and earth sciences,bronze,7,1,1,1,0,2,0
BT,Life and earth sciences,bronze,10,1,4,0,0,3,1
CF,Life and earth sciences,bronze,1,1,1,1,0,1,1
EG,Life and earth sciences,bronze,458,10,29,10,7,86,5
FJ,Life and earth sciences,bronze,6,0,1,0,1,2,0
GD,Life and earth sciences,bronze,4,0,0,0,0,2,0
GF,Life and earth sciences,bronze,22,6,5,3,0,14,2
GM,Life and earth sciences,bronze,9,1,2,1,2,7,0
GY,Life and earth sciences,bronze,2,0,0,0,0,1,0
IE,Life and earth sciences,bronze,483,57,87,47,15,277,23
IR,Life and earth sciences,bronze,1567,18,52,22,1,179,29
KN,Life and earth sciences,bronze,5,1,1,1,1,2,0
KZ,Life and earth sciences,bronze,25,0,1,0,0,2,0
LS,Life and earth sciences,bronze,6,0,1,0,0,2,0
MD,Life and earth sciences,bronze,6,1,1,0,1,1,0
MS,Life and earth sciences,bronze,1,0,0,0,1,0,0
NG,Life and earth sciences,bronze,197,3,9,2,4,45,4
OM,Life and earth sciences,bronze,31,0,3,1,0,7,1
PE,Life and earth sciences,bronze,80,6,15,6,5,41,5
PF,Life and earth sciences,bronze,7,1,1,1,0,2,1
PS,Life and earth sciences,bronze,6,0,0,1,0,0,0
RE,Life and earth sciences,bronze,3,0,0,0,0,2,1
RS,Life and earth sciences,bronze,249,2,7,2,1,26,5
RW,Life and earth sciences,bronze,10,0,1,1,0,5,0
SI,Life and earth sciences,bronze,200,2,9,1,2,40,3
SL,Life and earth sciences,bronze,7,2,2,3,1,4,1
SN,Life and earth sciences,bronze,39,3,4,3,1,19,0
ST,Life and earth sciences,bronze,1,0,0,0,0,0,0
SZ,Life and earth sciences,bronze,3,0,0,0,0,1,1
TD,Life and earth sciences,bronze,1,0,0,0,0,0,0
TO,Life and earth sciences,bronze,1,0,0,0,0,0,0
UY,Life and earth sciences,bronze,98,8,17,12,0,47,8
ZA,Life and earth sciences,bronze,1162,133,230,111,42,588,69
AU,Mathematics and computer science,bronze,334,13,19,11,5,91,11
BD,Mathematics and computer science,bronze,7,0,0,0,0,1,0
DK,Mathematics and computer science,bronze,59,6,5,2,1,24,2
EG,Mathematics and computer science,bronze,95,0,2,0,0,4,0
GT,Mathematics and computer science,bronze,1,0,0,0,0,0,0
HT,Life and earth sciences,bronze,6,0,0,1,0,5,0
ID,Life and earth sciences,bronze,192,10,21,7,9,47,6
IL,Life and earth sciences,bronze,904,110,160,88,12,542,50
JM,Life and earth sciences,bronze,6,0,1,1,1,1,0
KE,Life and earth sciences,bronze,131,16,28,19,15,74,9
KP,Life and earth sciences,bronze,4,0,0,0,0,4,1
LA,Life and earth sciences,bronze,13,1,3,0,1,5,1
LR,Life and earth sciences,bronze,1,0,1,0,1,1,0
MM,Life and earth sciences,bronze,10,0,1,1,1,4,0
MR,Life and earth sciences,bronze,3,0,0,0,1,2,0
NI,Life and earth sciences,bronze,5,1,1,1,1,4,0
NL,Life and earth sciences,bronze,2359,260,404,210,141,1460,90
PA,Life and earth sciences,bronze,110,27,27,27,1,85,8
PW,Life and earth sciences,bronze,1,0,0,0,0,0,0
QA,Life and earth sciences,bronze,25,3,2,2,0,10,1
RU,Life and earth sciences,bronze,729,29,46,36,4,229,65
SB,Life and earth sciences,bronze,2,0,0,0,1,2,0
SD,Life and earth sciences,bronze,25,0,1,0,1,8,0
SE,Life and earth sciences,bronze,1685,198,283,166,39,1043,92
SS,Life and earth sciences,bronze,1,0,0,0,1,0,0
TJ,Life and earth sciences,bronze,7,0,0,0,0,1,1
UA,Life and earth sciences,bronze,112,1,2,1,0,19,2
VU,Life and earth sciences,bronze,2,0,0,0,0,1,0
YE,Life and earth sciences,bronze,9,0,1,1,1,1,0
ZM,Life and earth sciences,bronze,24,1,4,1,4,14,1
BA,Mathematics and computer science,bronze,14,0,0,0,0,0,0
BJ,Mathematics and computer science,bronze,2,0,0,0,0,0,0
CI,Mathematics and computer science,bronze,1,0,0,0,0,0,0
CN,Mathematics and computer science,bronze,5500,5,25,14,3,180,6
CO,Mathematics and computer science,bronze,23,0,1,2,0,3,0
DZ,Mathematics and computer science,bronze,132,0,1,0,0,6,0
EC,Mathematics and computer science,bronze,5,0,0,1,0,2,0
ES,Mathematics and computer science,bronze,528,4,13,7,1,80,2
ET,Mathematics and computer science,bronze,1,0,0,0,0,0,0
FI,Mathematics and computer science,bronze,126,0,2,0,1,20,1
IL,Mathematics and computer science,bronze,168,5,7,5,1,33,1
IN,Mathematics and computer science,bronze,688,1,5,0,0,30,2
BR,Life and earth sciences,bronze,3727,177,356,153,30,1208,117
BS,Life and earth sciences,bronze,2,0,1,0,0,2,1
BY,Life and earth sciences,bronze,7,0,2,0,1,3,1
CY,Life and earth sciences,bronze,29,1,3,1,4,10,0
ER,Life and earth sciences,bronze,2,0,0,0,0,0,0
GN,Life and earth sciences,bronze,7,1,2,2,1,5,1
JO,Life and earth sciences,bronze,56,1,2,1,1,7,0
KR,Life and earth sciences,bronze,3827,85,173,74,25,976,387
LB,Life and earth sciences,bronze,30,1,1,2,1,9,0
LI,Life and earth sciences,bronze,1,0,0,0,0,0,0
LY,Life and earth sciences,bronze,12,0,1,0,0,4,1
MK,Life and earth sciences,bronze,16,0,0,0,0,3,1
MT,Life and earth sciences,bronze,11,2,0,1,0,2,0
MX,Life and earth sciences,bronze,1333,85,126,41,8,441,35
NA,Life and earth sciences,bronze,11,0,4,2,0,4,0
NE,Life and earth sciences,bronze,8,0,0,1,0,2,0
SK,Life and earth sciences,bronze,343,13,20,4,0,46,6
BT,Mathematics and computer science,bronze,1,0,0,0,0,0,0
CD,Mathematics and computer science,bronze,1,0,0,0,0,0,0
EE,Mathematics and computer science,bronze,5,0,0,0,0,0,0
GR,Mathematics and computer science,bronze,98,0,0,0,0,12,0
IS,Mathematics and computer science,bronze,5,0,0,0,0,0,0
KG,Mathematics and computer science,bronze,1,0,0,0,0,0,0
LK,Mathematics and computer science,bronze,4,0,0,0,0,0,0
PK,Mathematics and computer science,bronze,201,0,1,0,0,8,0
SA,Mathematics and computer science,bronze,212,0,1,1,0,6,0
SG,Mathematics and computer science,bronze,96,4,3,3,2,17,1
TR,Mathematics and computer science,bronze,1095,1,9,1,0,32,2
TT,Mathematics and computer science,bronze,1,0,0,0,0,0,0
VN,Mathematics and computer science,bronze,78,0,0,0,0,0,0
YE,Mathematics and computer science,bronze,3,0,0,0,0,0,0
ZA,Mathematics and computer science,bronze,69,1,2,1,0,5,1
AT,Physical sciences and engineering,bronze,663,89,67,63,1,355,34
