year,indicator,counts,n_items
2014,twitter,162,24
2013,twitter,98,25
2016,twitter,634,1
2017,twitter,1448,1
2015,twitter,727,1
2014,twitter,308,2
2013,twitter,244,5
2015,twitter,372,2
2013,twitter,490,2
2014,twitter,517,1
2016,twitter,4,45004
2017,twitter,412,8
2018,twitter,2391,1
2017,twitter,312,13
2013,twitter,204,3
2017,twitter,1093,1
2014,twitter,268,4
2015,twitter,965,1
2016,twitter,4570,1
2015,twitter,819,1
2016,twitter,47,410
2013,twitter,2760,1
2012,twitter,286,1
2017,twitter,704,4
2014,twitter,414,2
2017,twitter,1540,1
2018,twitter,963,2
2015,twitter,624,1
2012,twitter,148,10
2015,twitter,1360,1
2017,twitter,3077,1
2017,twitter,492,4
2018,twitter,1054,1
2014,twitter,16,2342
2013,twitter,69,73
2018,twitter,413,3
2017,twitter,515,3
2015,twitter,152,28
2017,twitter,206,28
2014,twitter,159,22
2014,twitter,88,69
2017,twitter,280,8
2014,twitter,417,1
2016,twitter,571,2
2018,twitter,6748,1
2017,twitter,2221,1
2012,twitter,217,1
2015,twitter,195,18
2013,twitter,138,15
2014,twitter,131,20
2016,twitter,1516,1
2018,twitter,1152,1
2018,twitter,505,5
2016,twitter,359,4
2016,twitter,308,6
2014,twitter,4161,1
2018,twitter,4023,1
2016,twitter,528,2
2013,twitter,287,1
2015,twitter,2210,1
2018,twitter,1226,1
2017,twitter,1162,2
2012,twitter,154,7
2013,twitter,467,1
2012,twitter,403,1
2015,twitter,607,1
2014,twitter,139,13
2014,twitter,637,1
2016,twitter,316,6
2018,twitter,585,2
2014,twitter,1184,1
2017,twitter,521,3
2018,twitter,442,11
2018,twitter,5852,1
2015,twitter,644,1
2018,twitter,1189,1
2017,twitter,1803,1
2018,twitter,797,1
2017,twitter,335,10
2018,twitter,648,5
2015,twitter,1434,1
2018,twitter,150,67
2018,twitter,13377,1
2013,twitter,32,387
2018,twitter,7,20854
2014,twitter,96,48
2018,twitter,542,5
2013,twitter,665,1
2014,twitter,2750,1
2016,twitter,465,2
2014,twitter,337,2
2015,twitter,650,2
2015,twitter,401,1
2016,twitter,2629,1
2017,twitter,137,73
2012,twitter,260,1
2016,twitter,565,2
2017,twitter,409,6
2018,twitter,473,6
2015,twitter,20,1983
2015,twitter,684,1
2017,twitter,54,435
2017,twitter,386,4
2012,twitter,183,2
2018,twitter,118,131
2016,twitter,107,70
2018,twitter,757,1
2018,twitter,1753,1
2014,twitter,311,1
2017,twitter,31,1426
2013,twitter,270,3
2017,twitter,624,2
2015,twitter,730,1
2012,twitter,609,1
2013,twitter,673,2
2017,twitter,1620,1
2015,twitter,89,109
2013,twitter,416,1
2015,twitter,544,2
2012,twitter,254,3
2016,twitter,817,1
2013,twitter,1412,1
2015,twitter,1540,1
2013,twitter,61,100
2018,twitter,233,29
2013,twitter,38,216
2015,twitter,467,1
2018,twitter,333,12
2016,twitter,746,1
2017,twitter,123,82
2016,twitter,136,41
2017,twitter,200,20
2018,twitter,264,31
2015,twitter,1225,1
2018,twitter,18,4579
2016,twitter,1387,1
2013,twitter,679,1
2018,twitter,164,43
2016,twitter,36,743
2018,twitter,828,3
2014,twitter,597,3
2015,twitter,759,1
2017,twitter,415,5
2018,twitter,728,2
2018,twitter,479,3
2017,twitter,664,2
2016,twitter,600,1
2018,twitter,1747,1
2015,twitter,713,1
2014,twitter,305,5
2016,twitter,44,522
2018,twitter,1106,1
2018,twitter,611,2
2012,twitter,440,1
2012,twitter,45,113
2015,twitter,962,1
2016,twitter,399,5
2016,twitter,99,98
2018,twitter,227,26
2018,twitter,1893,1
2016,twitter,740,2
2012,twitter,85,25
2014,twitter,165,13
2013,twitter,101,30
2012,twitter,37,165
2017,twitter,950,1
2018,twitter,373,9
2014,twitter,19,1664
2017,twitter,309,9
2017,twitter,1342,2
2013,twitter,58,107
2013,twitter,413,2
2015,twitter,1752,1
2018,twitter,21,3511
2017,twitter,953,4
2014,twitter,408,1
2018,twitter,685,2
2016,twitter,557,1
2013,twitter,35,331
2016,twitter,534,3
2017,twitter,4557,1
2017,twitter,598,4
2017,twitter,1594,1
2017,twitter,738,3
2016,twitter,703,4
2018,twitter,831,1
2018,twitter,359,11
2018,twitter,190,46
2017,twitter,197,33
2017,twitter,2118,1
2017,twitter,126,92
2016,twitter,110,66
2013,twitter,361,4
2012,twitter,543,1
2018,twitter,1000,1
2017,twitter,320,7
2016,twitter,1169,1
2015,twitter,86,88
2016,twitter,150,30
2018,twitter,622,7
2014,twitter,22,1171
2015,twitter,324,7
2016,twitter,1384,1
2018,twitter,267,19
2012,twitter,34,208
2014,twitter,1158,1
2013,twitter,845,1
2014,twitter,506,1
2018,twitter,1856,1
2012,twitter,180,4
2018,twitter,908,2
2014,twitter,554,1
2017,twitter,844,1
2018,twitter,1401,1
2016,twitter,242,12
2013,twitter,104,30
2015,twitter,232,7
2016,twitter,640,1
2018,twitter,1850,1
2014,twitter,755,1
2017,twitter,63,350
2013,twitter,250,8
2017,twitter,990,1
2018,twitter,556,4
2016,twitter,428,5
2018,twitter,722,1
2015,twitter,364,3
2017,twitter,2081,1
2017,twitter,17,4436
2015,twitter,80,110
2015,twitter,719,1
2017,twitter,1013,1
2017,twitter,1511,1
2018,twitter,81,229
2017,twitter,349,8
2017,twitter,847,1
2016,twitter,142,51
2016,twitter,216,11
2014,twitter,2744,1
2014,twitter,345,4
2017,twitter,229,19
2017,twitter,1631,1
2018,twitter,293,12
2013,twitter,144,12
2012,twitter,744,1
2015,twitter,438,1
2014,twitter,202,10
2018,twitter,1816,1
2015,twitter,2353,1
2015,twitter,123,50
2015,twitter,338,6
2017,twitter,372,9
2018,twitter,436,11
2013,twitter,851,1
2012,twitter,689,1
2016,twitter,1069,2
2012,twitter,223,4
2015,twitter,1005,2
2015,twitter,109,60
2015,twitter,358,5
2018,twitter,2471,1
2018,twitter,977,2
2016,twitter,920,1
2014,twitter,792,1
2012,twitter,11,2150
2015,twitter,252,6
2017,twitter,343,6
2013,twitter,75,68
2017,twitter,2015,1
2016,twitter,279,3
2015,twitter,395,2
2013,twitter,181,9
2018,twitter,256,22
2017,twitter,94,155
2015,twitter,52,268
2018,twitter,834,2
2012,twitter,758,1
2017,twitter,584,4
2018,twitter,399,7
2014,twitter,629,1
2016,twitter,857,1
2018,twitter,1040,1
2018,twitter,548,3
2013,twitter,175,11
2017,twitter,529,1
2018,twitter,299,14
2018,twitter,201,34
2016,twitter,73,153
2012,twitter,752,1
2017,twitter,17498,1
2018,twitter,1332,1
2016,twitter,677,2
2012,twitter,231,2
2016,twitter,345,2
2018,twitter,402,4
2016,twitter,1673,1
2014,twitter,620,2
2017,twitter,741,1
2015,twitter,375,3
2014,twitter,194,11
2015,twitter,258,5
2014,twitter,975,1
2017,twitter,695,1
2018,twitter,688,3
2014,twitter,334,1
2016,twitter,963,1
2016,twitter,462,1
2014,twitter,25,893
2016,twitter,846,1
2016,twitter,253,10
2014,twitter,451,2
2017,twitter,833,2
2012,twitter,323,2
2018,twitter,897,1
2017,twitter,269,13
2014,twitter,102,40
2017,twitter,595,1
2016,twitter,531,2
2018,twitter,659,1
2015,twitter,72,129
2017,twitter,1946,1
2014,twitter,56,168
2017,twitter,100,131
2016,twitter,1241,1
2017,twitter,2092,1
2016,twitter,7,17429
2017,twitter,2324,1
2018,twitter,5056,1
2018,twitter,124,100
2018,twitter,87,238
2013,twitter,456,3
2015,twitter,321,5
2017,twitter,449,4
2017,twitter,793,2
2018,twitter,3267,1
2015,twitter,335,7
2013,twitter,207,5
2014,twitter,271,5
2018,twitter,465,4
2018,twitter,1498,1
2016,twitter,8649,1
2017,twitter,1829,1
2014,twitter,557,1
2016,twitter,537,1
2018,twitter,868,1
2013,twitter,493,1
2015,twitter,676,1
2018,twitter,519,6
2018,twitter,1358,4
2017,twitter,455,5
2016,twitter,391,3
2017,twitter,701,1
2013,twitter,596,1
2015,twitter,822,2
2016,twitter,1132,1
2016,twitter,245,11
2014,twitter,265,2
2017,twitter,4096,1
2014,twitter,806,1
2018,twitter,1160,1
2013,twitter,307,4
2017,twitter,160,46
2018,twitter,1149,1
2014,twitter,205,6
2018,twitter,296,17
2012,twitter,835,1
2017,twitter,1228,1
2012,twitter,220,2
2013,twitter,782,1
2016,twitter,2303,1
2014,twitter,85,70
2012,twitter,194,4
2014,twitter,491,1
2017,twitter,375,5
2015,twitter,126,42
2018,twitter,84,241
2017,twitter,303,7
2017,twitter,561,1
2013,twitter,662,1
2016,twitter,952,1
2015,twitter,790,1
2018,twitter,482,2
2017,twitter,1159,1
2016,twitter,597,1
2017,twitter,1302,1
2018,twitter,1933,1
2016,twitter,454,4
2013,twitter,164,15
2014,twitter,228,6
2012,twitter,51,90
2017,twitter,518,3
2018,twitter,582,1
2016,twitter,897,1
2014,twitter,377,4
2014,twitter,626,1
2018,twitter,253,24
2017,twitter,687,3
2015,twitter,741,1
2016,twitter,164,30
2013,twitter,192,8
2013,twitter,137,16
2016,twitter,2228,1
2012,twitter,2237,1
2014,twitter,256,6
2016,twitter,1687,1
2014,twitter,156,13
2012,twitter,102,21
2014,twitter,230,5
2016,twitter,948,1
2015,twitter,463,2
2016,twitter,456,3
2017,twitter,1012,2
2014,twitter,399,1
2013,twitter,335,1
2014,twitter,81,68
2018,twitter,361,12
2013,twitter,17,1388
2017,twitter,297,6
2018,twitter,1984,1
2013,twitter,123,16
2014,twitter,1183,1
2012,twitter,165,6
2014,twitter,293,5
2012,twitter,153,8
2012,twitter,4991,1
2013,twitter,266,5
2016,twitter,1097,1
2013,twitter,727,1
2012,twitter,10,2542
2015,twitter,214,9
2017,twitter,440,4
2018,twitter,504,3
2015,twitter,641,2
2016,twitter,705,1
2017,twitter,769,2
2014,twitter,542,1
2015,twitter,1245,1
2018,twitter,541,4
2016,twitter,413,2
2015,twitter,349,4
2016,twitter,911,2
2017,twitter,726,1
2016,twitter,519,2
2017,twitter,583,1
2018,twitter,149,67
2015,twitter,990,2
2017,twitter,626,1
2015,twitter,5810,1
2018,twitter,498,1
2017,twitter,4021,1
2014,twitter,44,278
2018,twitter,236,20
2016,twitter,511,3
2012,twitter,658,1
2018,twitter,639,1
2017,twitter,1500,1
2013,twitter,3378,1
2017,twitter,220,25
2015,twitter,92,90
2016,twitter,488,4
2015,twitter,424,2
2016,twitter,225,12
2017,twitter,289,11
2014,twitter,76,71
2018,twitter,1658,1
2014,twitter,431,1
2018,twitter,3748,1
2015,twitter,23,1494
2016,twitter,10,9117
2018,twitter,144,88
2018,twitter,138,92
2013,twitter,1217,1
2018,twitter,731,1
2017,twitter,644,1
2018,twitter,825,3
2013,twitter,1194,1
2014,twitter,5,21345
2015,twitter,69,166
2013,twitter,436,1
2018,twitter,213,35
2017,twitter,51,551
2016,twitter,651,1
2017,twitter,498,4
2014,twitter,116,27
2013,twitter,396,3
2014,twitter,460,1
2016,twitter,588,1
2013,twitter,290,5
2012,twitter,343,1
2013,twitter,444,3
2017,twitter,853,1
2016,twitter,2463,1
2017,twitter,120,93
2017,twitter,366,4
2018,twitter,430,7
2016,twitter,302,4
2012,twitter,94,24
2013,twitter,158,9
2014,twitter,222,10
2015,twitter,2007,2
2016,twitter,448,1
2018,twitter,814,2
2017,twitter,406,7
2016,twitter,342,6
2015,twitter,278,10
2014,twitter,214,6
2013,twitter,304,1
2018,twitter,173,55
2012,twitter,134,10
2013,twitter,198,9
2017,twitter,1099,1
2016,twitter,50,367
2018,twitter,276,18
2018,twitter,522,7
2017,twitter,114,105
2017,twitter,458,1
2016,twitter,196,17
2017,twitter,260,10
2015,twitter,132,21
2014,twitter,68,108
2014,twitter,314,3
2012,twitter,875,1
2016,twitter,1327,1
2018,twitter,319,16
2015,twitter,103,63
2017,twitter,1417,1
2014,twitter,4118,1
2013,twitter,118,25
2014,twitter,182,11
2012,twitter,54,81
2018,twitter,130,88
2018,twitter,107,161
2017,twitter,43,801
2015,twitter,813,1
2016,twitter,1639,1
2018,twitter,748,5
2016,twitter,620,3
2016,twitter,12522,1
2016,twitter,336,9
2016,twitter,259,7
2016,twitter,1261,1
2017,twitter,1989,1
2012,twitter,97,26
2017,twitter,1966,1
2017,twitter,472,3
2015,twitter,289,1
2017,twitter,466,1
2017,twitter,1105,1
2015,twitter,146,32
2015,twitter,315,3
2018,twitter,605,4
2017,twitter,1182,3
2013,twitter,902,1
2015,twitter,415,1
2018,twitter,64,408
2013,twitter,728,2
2013,twitter,124,21
2017,twitter,3226,1
2017,twitter,535,5
2012,twitter,203,5
2012,twitter,452,2
2014,twitter,331,2
2018,twitter,3502,1
2012,twitter,168,5
2014,twitter,972,1
2017,twitter,143,50
2017,twitter,721,1
2015,twitter,593,2
2018,twitter,393,10
2017,twitter,329,15
2012,twitter,68,43
2018,twitter,642,1
2017,twitter,11641,1
2017,twitter,821,2
2016,twitter,2429,1
2016,twitter,365,5
2018,twitter,499,5
2015,twitter,842,1
2016,twitter,2529,1
2018,twitter,1034,2
2018,twitter,350,15
2018,twitter,101,184
2015,twitter,60,172
2015,twitter,1732,1
2018,twitter,250,26
2017,twitter,186,52
2015,twitter,550,1
2018,twitter,1283,1
2018,twitter,742,1
2018,twitter,734,1
2015,twitter,352,1
2012,twitter,492,1
2018,twitter,356,11
2016,twitter,130,49
2017,twitter,363,6
2016,twitter,631,1
2012,twitter,277,1
2017,twitter,8,15518
2015,twitter,212,15
2016,twitter,485,2
2018,twitter,711,2
2014,twitter,6099,1
2015,twitter,1417,1
2017,twitter,549,3
2017,twitter,1497,1
2017,twitter,246,20
2018,twitter,310,13
2015,twitter,166,15
2018,twitter,210,37
2018,twitter,880,1
2015,twitter,143,26
2016,twitter,554,1
2012,twitter,446,2
2013,twitter,410,1
2016,twitter,159,28
2017,twitter,1428,1
2015,twitter,95,67
2012,twitter,592,1
2018,twitter,1492,1
2014,twitter,720,1
2015,twitter,26,1129
2017,twitter,154,57
2016,twitter,683,1
2015,twitter,275,3
2018,twitter,2599,1
2018,twitter,435,6
2014,twitter,187,10
2018,twitter,633,2
2013,twitter,372,1
2013,twitter,621,1
2018,twitter,739,3
2013,twitter,764,1
2015,twitter,357,2
2018,twitter,255,25
2017,twitter,191,35
2014,twitter,150,22
2017,twitter,2100,1
2012,twitter,451,1
2016,twitter,1346,1
2015,twitter,606,1
2012,twitter,414,1
2016,twitter,768,1
2016,twitter,668,2
2017,twitter,234,11
2017,twitter,483,5
2017,twitter,975,3
2017,twitter,477,3
2017,twitter,1224,1
2018,twitter,9446,1
2016,twitter,562,2
2016,twitter,1552,1
2016,twitter,21,2266
2018,twitter,6,26698
2016,twitter,1452,1
2018,twitter,398,8
2015,twitter,108,57
2017,twitter,334,7
2016,twitter,811,1
2013,twitter,521,2
2017,twitter,1367,1
2012,twitter,65,41
2017,twitter,575,2
2013,twitter,722,1
2018,twitter,3224,1
2012,twitter,349,3
2014,twitter,145,23
2016,twitter,156,35
2014,twitter,360,2
2015,twitter,2084,1
2018,twitter,353,11
2012,twitter,280,2
2013,twitter,344,2
2018,twitter,2013,1
2013,twitter,367,2
2018,twitter,67,393
2017,twitter,80,224
2016,twitter,87,114
2018,twitter,808,2
2018,twitter,382,3
2012,twitter,251,3
2013,twitter,653,2
2016,twitter,133,50
2015,twitter,564,1
2015,twitter,1228,1
2014,twitter,1310,1
2018,twitter,877,1
2015,twitter,524,2
2013,twitter,52,124
2015,twitter,773,1
2017,twitter,11,9201
2017,twitter,890,2
2014,twitter,354,3
2018,twitter,184,49
2016,twitter,56,318
2018,twitter,528,2
2016,twitter,1716,1
2017,twitter,2124,1
2015,twitter,29,978
2014,twitter,368,3
2017,twitter,157,41
2012,twitter,234,5
2012,twitter,483,2
2017,twitter,999,1
2013,twitter,298,1
2018,twitter,1163,1
2013,twitter,499,1
2018,twitter,27,2333
2013,twitter,937,1
2018,twitter,422,6
2017,twitter,604,3
2018,twitter,668,1
2014,twitter,855,1
2013,twitter,473,1
2018,twitter,485,1
2014,twitter,537,1
2018,twitter,983,2
2015,twitter,530,2
2017,twitter,564,2
2017,twitter,707,1
2015,twitter,458,4
2017,twitter,1889,1
2014,twitter,394,2
2017,twitter,684,1
2015,twitter,272,6
2014,twitter,208,8
2014,twitter,225,10
2016,twitter,402,3
2014,twitter,108,32
2015,twitter,344,2
2013,twitter,161,12
2016,twitter,408,3
2015,twitter,172,18
2018,twitter,536,2
2017,twitter,541,4
2013,twitter,261,3
2015,twitter,905,1
2016,twitter,379,5
2013,twitter,187,10
2014,twitter,82,72
2012,twitter,25,378
2014,twitter,251,7
2016,twitter,551,1
2014,twitter,325,2
2012,twitter,174,3
2013,twitter,238,6
2017,twitter,0,925806
2018,twitter,8471,1
2014,twitter,188,14
2012,twitter,1056,2
2018,twitter,1630,1
2017,twitter,784,1
2013,twitter,267,3
2016,twitter,2294,1
2015,twitter,309,2
2015,twitter,3,64001
2016,twitter,116,52
2016,twitter,657,2
2018,twitter,207,36
2016,twitter,79,135
2013,twitter,908,1
2013,twitter,871,1
2014,twitter,1562,1
2017,twitter,578,2
2017,twitter,429,4
2018,twitter,493,5
2017,twitter,927,1
2017,twitter,435,5
2013,twitter,1157,2
2017,twitter,2593,1
2015,twitter,301,3
2017,twitter,970,1
2017,twitter,1860,1
2017,twitter,2842,1
2017,twitter,1809,1
2018,twitter,70,350
2018,twitter,141,84
2016,twitter,13,5706
2013,twitter,224,3
2013,twitter,579,2
2016,twitter,794,1
2015,twitter,235,12
2018,twitter,24,2795
2015,twitter,66,159
2013,twitter,341,1
2014,twitter,171,9
2018,twitter,1020,1
2016,twitter,276,9
2018,twitter,379,10
2013,twitter,84,48
2016,twitter,153,19
2014,twitter,357,4
2017,twitter,647,2
2015,twitter,444,3
2016,twitter,508,3
2016,twitter,1859,1
2018,twitter,851,3
2013,twitter,433,4
2013,twitter,510,1
2015,twitter,490,1
2017,twitter,223,18
2017,twitter,641,2
2014,twitter,474,1
2014,twitter,211,10
2013,twitter,301,3
2012,twitter,237,1
2018,twitter,419,7
2017,twitter,509,2
2017,twitter,117,92
2018,twitter,181,49
2016,twitter,53,371
2016,twitter,4135,1
2018,twitter,525,3
2018,twitter,170,38
2013,twitter,539,2
2013,twitter,195,8
2016,twitter,694,1
2017,twitter,1102,1
2017,twitter,501,4
2014,twitter,119,30
2017,twitter,3157,1
2014,twitter,706,2
2015,twitter,527,1
2018,twitter,565,4
2016,twitter,1178,1
2016,twitter,199,19
2015,twitter,135,44
2014,twitter,65,117
2017,twitter,263,14
2018,twitter,671,2
2017,twitter,601,2
2016,twitter,1078,1
2018,twitter,1993,1
2018,twitter,273,15
2018,twitter,78,316
2017,twitter,326,14
2018,twitter,390,5
2016,twitter,2254,1
2016,twitter,1258,1
2017,twitter,1322,1
2018,twitter,247,20
2012,twitter,386,1
2015,twitter,484,2
2016,twitter,548,2
2013,twitter,1681,1
2018,twitter,3330,1
2014,twitter,13,3648
2018,twitter,35,1429
2018,twitter,957,2
2018,twitter,61,493
2015,twitter,1025,1
2017,twitter,252,18
2016,twitter,288,4
2018,twitter,2076,1
2012,twitter,151,10
2017,twitter,489,4
2016,twitter,431,6
2018,twitter,725,3
2015,twitter,361,1
2012,twitter,294,2
2018,twitter,608,4
2018,twitter,410,5
2012,twitter,320,1
2018,twitter,396,2
2017,twitter,830,1
2012,twitter,214,3
2013,twitter,278,1
2015,twitter,547,1
2016,twitter,1109,1
2015,twitter,902,1
2018,twitter,110,133
2017,twitter,34,1188
2014,twitter,234,4
2016,twitter,325,7
2018,twitter,502,5
2017,twitter,426,6
2016,twitter,362,3
2012,twitter,157,9
2014,twitter,15196,1
2014,twitter,48,237
2015,twitter,112,45
2018,twitter,4134,1
2015,twitter,12,5336
2014,twitter,2106,1
2017,twitter,1265,1
2013,twitter,178,10
2018,twitter,1429,1
2012,twitter,606,1
2018,twitter,3940,1
2018,twitter,6104,1
2016,twitter,468,1
2017,twitter,1614,1
2017,twitter,532,2
2016,twitter,319,6
2018,twitter,545,1
2017,twitter,765,3
2015,twitter,44,385
2018,twitter,497,3
2017,twitter,410,1
2015,twitter,67,134
2016,twitter,131,55
2015,twitter,493,1
2016,twitter,1296,1
2018,twitter,428,5
2013,twitter,2334,1
2016,twitter,632,1
2012,twitter,424,3
2018,twitter,998,1
2017,twitter,1005,1
2018,twitter,683,2
2015,twitter,854,1
2013,twitter,511,1
2017,twitter,49,653
2017,twitter,224,23
2018,twitter,113,139
2017,twitter,26,1988
2015,twitter,562,2
2013,twitter,1762,1
2017,twitter,1329,1
2014,twitter,2736,1
2016,twitter,626,1
2017,twitter,690,1
2016,twitter,446,3
2015,twitter,38,548
2016,twitter,695,1
2013,twitter,242,2
2018,twitter,468,7
2014,twitter,1208,1
2017,twitter,1744,1
2015,twitter,668,2
2013,twitter,196,5
2013,twitter,2864,1
2014,twitter,604,1
2016,twitter,386,6
2012,twitter,524,2
2018,twitter,219,32
2013,twitter,1129,1
2017,twitter,15,5379
2017,twitter,258,17
2018,twitter,328,12
2013,twitter,156,7
2017,twitter,264,17
2012,twitter,673,3
2017,twitter,3845,1
2014,twitter,114,22
2016,twitter,592,1
2017,twitter,656,1
2014,twitter,266,6
2013,twitter,202,6
2016,twitter,1476,1
2014,twitter,229,8
2018,twitter,248,29
2013,twitter,236,4
2014,twitter,157,18
2013,twitter,93,27
2015,twitter,221,10
2014,twitter,372,3
2018,twitter,105,155
2014,twitter,870,1
2014,twitter,14,3014
2018,twitter,3614,1
2017,twitter,2293,1
2018,twitter,368,12
2015,twitter,579,2
2014,twitter,1674,1
2013,twitter,451,1
2018,twitter,3096,1
2018,twitter,2100,2
2012,twitter,315,2
2013,twitter,379,1
2012,twitter,3,27340
2014,twitter,890,1
2018,twitter,654,2
2018,twitter,13,7970
2015,twitter,313,3
2012,twitter,103,13
2017,twitter,939,1
2017,twitter,441,3
2018,twitter,677,1
2018,twitter,511,3
2015,twitter,983,1
2013,twitter,210,5
2018,twitter,460,4
2018,twitter,1785,1
2012,twitter,787,1
2018,twitter,534,1
2017,twitter,1231,2
2018,twitter,1885,1
2012,twitter,72,36
2016,twitter,457,4
2014,twitter,200,9
2018,twitter,148,70
2013,twitter,265,3
2014,twitter,329,4
2015,twitter,1,195500
2017,twitter,378,8
2014,twitter,186,11
2018,twitter,291,17
2012,twitter,215,2
2015,twitter,997,1
2014,twitter,541,2
2016,twitter,271,8
2013,twitter,565,1
2013,twitter,173,12
2018,twitter,50,737
2017,twitter,484,1
2016,twitter,414,1
2015,twitter,4143,1
2015,twitter,356,1
2015,twitter,350,1
2018,twitter,3345,1
2016,twitter,420,2
2012,twitter,209,2
2016,twitter,2727,1
2018,twitter,331,11
2017,twitter,338,7
2014,twitter,549,1
2018,twitter,1636,1
2018,twitter,972,1
2015,twitter,187,16
2014,twitter,123,26
2015,twitter,1847,1
2012,twitter,352,1
2018,twitter,2346,2
2015,twitter,118,47
2015,twitter,41,488
2016,twitter,769,2
2017,twitter,1503,1
2017,twitter,762,2
2016,twitter,205,11
2017,twitter,121,94
2018,twitter,185,49
2014,twitter,77,77
2018,twitter,855,2
2017,twitter,52,492
2017,twitter,221,28
2018,twitter,285,27
2016,twitter,157,29
2013,twitter,385,1
2016,twitter,134,34
2016,twitter,798,1
2016,twitter,2003,1
2017,twitter,12,7990
2017,twitter,261,15
2018,twitter,325,6
2016,twitter,529,1
2016,twitter,351,3
2012,twitter,427,1
2013,twitter,491,1
2018,twitter,918,1
2015,twitter,928,2
2018,twitter,966,2
2014,twitter,864,1
2016,twitter,635,1
2017,twitter,1578,1
2014,twitter,257,2
2015,twitter,419,3
2017,twitter,891,1
2018,twitter,955,2
2017,twitter,1887,1
2017,twitter,401,7
2018,twitter,563,5
2017,twitter,1681,1
2016,twitter,443,3
2016,twitter,2109,1
2018,twitter,179,50
2015,twitter,473,2
2013,twitter,199,5
2014,twitter,263,5
2015,twitter,327,4
2015,twitter,81,98
2018,twitter,1112,1
2013,twitter,940,1
2017,twitter,802,2
2018,twitter,225,33
2018,twitter,2340,1
2014,twitter,904,1
2015,twitter,525,1
2015,twitter,722,1
2012,twitter,274,3
2017,twitter,959,2
2018,twitter,854,3
2018,twitter,777,1
2013,twitter,1933,1
2018,twitter,1441,1
2017,twitter,1600,1
2016,twitter,774,1
2017,twitter,813,1
2018,twitter,4074,1
2017,twitter,249,25
2018,twitter,313,16
2018,twitter,562,4
2016,twitter,482,3
2017,twitter,3060,1
2015,twitter,418,2
2015,twitter,238,13
2016,twitter,8709,1
2015,twitter,1059,1
2015,twitter,40,460
2015,twitter,384,3
2018,twitter,576,1
2015,twitter,913,1
2015,twitter,1011,1
2016,twitter,93,92
2012,twitter,240,4
2018,twitter,1063,1
2014,twitter,262,2
2016,twitter,734,1
2016,twitter,1035,1
2016,twitter,691,1
2016,twitter,296,6
2014,twitter,1742,1
2015,twitter,378,2
2017,twitter,1145,1
2014,twitter,609,1
2012,twitter,629,1
2016,twitter,442,1
2014,twitter,39,372
2014,twitter,1035,2
2018,twitter,462,3
2014,twitter,680,3
2017,twitter,1560,1
2018,twitter,960,1
2018,twitter,628,2
2013,twitter,95,45
2012,twitter,31,223
2013,twitter,330,2
2017,twitter,323,9
2012,twitter,317,2
2016,twitter,4415,1
2018,twitter,38,1245
2016,twitter,236,14
2017,twitter,300,11
2012,twitter,2089,1
2013,twitter,18,1318
2012,twitter,197,5
2018,twitter,679,1
2017,twitter,1033,1
2015,twitter,487,1
2016,twitter,1043,1
2016,twitter,1141,1
2014,twitter,351,1
2014,twitter,45,250
2013,twitter,230,3
2014,twitter,294,2
2017,twitter,392,7
2018,twitter,456,7
2014,twitter,151,15
2016,twitter,328,6
2014,twitter,580,1
2014,twitter,494,3
2018,twitter,599,3
2016,twitter,471,1
2015,twitter,407,1
2018,twitter,1275,1
2018,twitter,848,2
2017,twitter,180,24
2018,twitter,244,27
2018,twitter,785,4
2015,twitter,1589,1
2013,twitter,132,13
2016,twitter,757,1
2018,twitter,891,2
2016,twitter,265,16
2016,twitter,763,1
2016,twitter,5091,1
2017,twitter,827,1
2018,twitter,1,199189
2016,twitter,371,4
2016,twitter,222,14
2017,twitter,286,9
2017,twitter,37,1044
2016,twitter,24,1742
2015,twitter,1091,1
2012,twitter,211,3
2018,twitter,840,2
2017,twitter,1219,1
2014,twitter,288,4
2012,twitter,160,7
2012,twitter,563,2
2017,twitter,77,243
2015,twitter,281,6
2012,twitter,1156,1
2018,twitter,1137,1
2015,twitter,590,1
2017,twitter,718,2
2012,twitter,515,1
2014,twitter,2,89633
2013,twitter,9,5341
2013,twitter,934,1
2017,twitter,292,11
2016,twitter,299,6
2017,twitter,1288,1
2017,twitter,956,1
2016,twitter,2884,1
2017,twitter,217,24
2015,twitter,421,3
2014,twitter,148,19
2017,twitter,1311,1
2017,twitter,572,1
2017,twitter,146,62
2013,twitter,364,2
2016,twitter,869,1
2015,twitter,5994,1
2017,twitter,1597,1
2014,twitter,79,85
2013,twitter,15,1849
2016,twitter,723,1
2017,twitter,787,1
2018,twitter,287,10
2018,twitter,41,1112
2016,twitter,1364,1
2018,twitter,705,1
2016,twitter,577,1
2017,twitter,887,1
2016,twitter,339,1
2016,twitter,90,132
2017,twitter,403,3
2017,twitter,747,4
2013,twitter,550,1
2017,twitter,355,10
2012,twitter,1720,1
2018,twitter,774,2
2014,twitter,566,1
2016,twitter,731,1
2014,twitter,3222,1
2015,twitter,6913,1
2017,twitter,655,3
2016,twitter,591,2
2018,twitter,1306,1
2014,twitter,457,1
2012,twitter,91,22
2016,twitter,193,16
2018,twitter,665,4
2015,twitter,129,39
2013,twitter,155,8
2015,twitter,1801,1
2017,twitter,209,24
2017,twitter,1783,1
2012,twitter,383,1
2014,twitter,2773,1
2016,twitter,96,97
2015,twitter,32,786
2017,twitter,824,1
2018,twitter,817,2
