year,indicator,counts,n_items
2014,twitter,350,2
2012,twitter,124,9
2015,twitter,955,1
2014,twitter,424,1
2018,twitter,847,2
2018,twitter,100,168
2015,twitter,216,15
2018,twitter,1096,1
2018,twitter,3005,1
2018,twitter,455,7
2013,twitter,217,4
2015,twitter,594,1
2015,twitter,1341,1
2018,twitter,884,4
2018,twitter,1474,1
2015,twitter,8068,1
2018,twitter,243,22
2017,twitter,179,34
2015,twitter,949,1
2017,twitter,436,4
2016,twitter,123,60
2017,twitter,336,8
2013,twitter,74,62
2016,twitter,415,7
2014,twitter,189,13
2013,twitter,374,2
2013,twitter,125,14
2015,twitter,600,5
2014,twitter,536,1
2012,twitter,161,6
2014,twitter,928,1
2013,twitter,277,1
2015,twitter,405,2
2016,twitter,77,171
2017,twitter,488,5
2018,twitter,1963,1
2014,twitter,590,1
2012,twitter,462,1
2015,twitter,1281,1
2016,twitter,461,4
2015,twitter,646,2
2012,twitter,158,6
2016,twitter,69,193
2017,twitter,233,13
2015,twitter,354,3
2013,twitter,961,1
2017,twitter,874,2
2018,twitter,446,8
2017,twitter,382,6
2018,twitter,260,18
2013,twitter,343,2
2016,twitter,535,1
2018,twitter,1849,1
2013,twitter,320,3
2014,twitter,52,211
2014,twitter,98,42
2018,twitter,329,8
2012,twitter,327,2
2013,twitter,698,1
2017,twitter,104,120
2018,twitter,684,1
2012,twitter,513,1
2017,twitter,342,7
2016,twitter,63,211
2018,twitter,406,7
2017,twitter,127,69
2018,twitter,732,3
2013,twitter,460,2
2018,twitter,801,1
2016,twitter,673,1
2017,twitter,737,1
2014,twitter,524,1
2017,twitter,173,35
2012,twitter,542,1
2016,twitter,773,4
2018,twitter,5647,1
2015,twitter,611,1
2012,twitter,688,1
2017,twitter,1198,1
2014,twitter,58,162
2012,twitter,47,77
2015,twitter,122,33
2018,twitter,824,5
2018,twitter,621,4
2014,twitter,23,1093
2015,twitter,680,1
2018,twitter,1548,1
2013,twitter,291,2
2013,twitter,205,6
2015,twitter,431,1
2013,twitter,454,2
2012,twitter,81,27
2016,twitter,435,3
2016,twitter,103,77
2016,twitter,140,35
2018,twitter,575,4
2015,twitter,371,4
2016,twitter,349,6
2012,twitter,536,1
2017,twitter,353,7
2016,twitter,1374,2
2017,twitter,697,1
2017,twitter,2766,1
2014,twitter,261,5
2018,twitter,861,1
2018,twitter,523,3
2018,twitter,369,10
2018,twitter,80,251
2012,twitter,828,1
2015,twitter,331,3
2012,twitter,287,1
2017,twitter,405,7
2017,twitter,64,346
2017,twitter,1733,1
2017,twitter,8815,1
2013,twitter,397,2
2017,twitter,1046,1
2016,twitter,286,6
2013,twitter,94,41
2015,twitter,222,10
2012,twitter,1429,1
2016,twitter,784,1
2018,twitter,2501,1
2015,twitter,79,94
2018,twitter,294,20
2017,twitter,67,296
2017,twitter,1226,1
2014,twitter,444,2
2014,twitter,418,1
2017,twitter,708,2
2018,twitter,512,2
2017,twitter,442,4
2018,twitter,14,6855
2018,twitter,5255,1
2018,twitter,535,2
2015,twitter,265,8
2013,twitter,211,3
2012,twitter,224,3
2016,twitter,501,2
2013,twitter,288,4
2014,twitter,275,3
2018,twitter,1960,1
2014,twitter,942,1
2016,twitter,527,3
2016,twitter,429,3
2012,twitter,75,43
2014,twitter,301,1
2014,twitter,842,1
2017,twitter,591,1
2014,twitter,828,2
2017,twitter,5846,1
2017,twitter,771,1
2014,twitter,1220,1
2017,twitter,379,7
2018,twitter,1439,2
2016,twitter,1348,1
2012,twitter,545,4
2015,twitter,16,3060
2016,twitter,421,4
2018,twitter,798,1
2017,twitter,485,3
2017,twitter,93,153
2016,twitter,472,3
2014,twitter,344,3
2013,twitter,280,1
2017,twitter,1163,1
2016,twitter,1099,1
2015,twitter,551,2
2013,twitter,174,3
2014,twitter,487,2
2018,twitter,1431,1
2015,twitter,302,5
2018,twitter,400,5
2014,twitter,89,55
2018,twitter,1033,1
2012,twitter,459,1
2014,twitter,587,1
2018,twitter,51,711
2018,twitter,300,11
2012,twitter,3799,1
2018,twitter,151,70
2017,twitter,628,1
2018,twitter,1823,1
2018,twitter,363,10
2014,twitter,132,21
2013,twitter,68,79
2012,twitter,814,1
2015,twitter,437,1
2018,twitter,3875,1
2017,twitter,565,1
2013,twitter,237,4
2017,twitter,4452,1
2014,twitter,1326,1
2015,twitter,394,1
2018,twitter,586,3
2016,twitter,209,17
2017,twitter,273,17
2017,twitter,1518,1
2016,twitter,458,1
2018,twitter,443,6
2016,twitter,1311,1
2015,twitter,1284,1
2018,twitter,194,34
2015,twitter,408,3
2018,twitter,157,65
2016,twitter,66,188
2018,twitter,1817,1
2017,twitter,1802,1
2018,twitter,8,16901
2016,twitter,117,64
2015,twitter,53,270
2013,twitter,31,402
2013,twitter,25,636
2015,twitter,153,11
2016,twitter,223,10
2016,twitter,172,27
2015,twitter,10,7628
2018,twitter,890,2
2014,twitter,338,3
2017,twitter,495,1
2018,twitter,2474,1
2012,twitter,128,6
2017,twitter,638,1
2016,twitter,525,1
2015,twitter,461,1
2016,twitter,382,5
2014,twitter,254,3
2013,twitter,92,27
2018,twitter,1764,1
2013,twitter,264,1
2013,twitter,41,231
2017,twitter,395,13
2018,twitter,459,4
2015,twitter,341,2
2018,twitter,631,3
2017,twitter,83,197
2017,twitter,332,10
2017,twitter,226,27
2018,twitter,290,6
2016,twitter,162,36
2017,twitter,724,4
2013,twitter,184,6
2016,twitter,127,44
2015,twitter,63,178
2014,twitter,826,2
2014,twitter,1573,1
2013,twitter,121,32
2014,twitter,1316,1
2017,twitter,475,2
2018,twitter,588,4
2014,twitter,640,2
2014,twitter,291,3
2016,twitter,419,2
2018,twitter,1229,1
2018,twitter,1235,1
2016,twitter,27,1333
2014,twitter,391,2
2012,twitter,263,1
2013,twitter,327,4
2013,twitter,862,1
2014,twitter,434,2
2018,twitter,1876,1
2018,twitter,104,152
2015,twitter,1486,1
2018,twitter,496,6
2013,twitter,78,61
2015,twitter,747,1
2015,twitter,1337,1
2018,twitter,1086,1
2017,twitter,101,134
2018,twitter,165,58
2018,twitter,2157,1
2017,twitter,504,2
2013,twitter,651,1
2015,twitter,1040,1
2015,twitter,376,1
2014,twitter,28,799
2013,twitter,296,4
2012,twitter,17,858
2012,twitter,232,5
2017,twitter,742,2
2017,twitter,527,1
2015,twitter,90,83
2016,twitter,323,6
2017,twitter,218,19
2013,twitter,33,332
2012,twitter,301,1
2016,twitter,818,1
2018,twitter,451,5
2013,twitter,5606,1
2017,twitter,1383,1
2018,twitter,305,13
2016,twitter,177,34
2015,twitter,138,39
2016,twitter,509,1
2017,twitter,3,67397
2017,twitter,1669,1
2018,twitter,2249,1
2016,twitter,254,9
2016,twitter,580,1
2015,twitter,516,1
2015,twitter,167,13
2015,twitter,3170,1
2015,twitter,585,2
2014,twitter,521,1
2015,twitter,21,1863
2018,twitter,311,11
2014,twitter,57,177
2015,twitter,121,45
2016,twitter,185,12
2014,twitter,306,3
2015,twitter,2042,2
2015,twitter,2291,1
2016,twitter,8,13521
2012,twitter,226,3
2018,twitter,1261,1
2018,twitter,869,3
2012,twitter,46,88
2017,twitter,464,4
2016,twitter,1073,1
2014,twitter,1943,1
2015,twitter,622,2
2018,twitter,666,2
2014,twitter,807,1
2018,twitter,915,1
2018,twitter,228,22
2017,twitter,109,94
2016,twitter,586,1
2018,twitter,1015,1
2017,twitter,212,23
2016,twitter,148,34
2018,twitter,125,117
2014,twitter,1594,1
2017,twitter,1884,1
2015,twitter,1017,1
2017,twitter,255,20
2012,twitter,338,2
2016,twitter,191,20
2017,twitter,919,1
2014,twitter,206,8
2013,twitter,259,2
2016,twitter,500,1
2016,twitter,3131,1
2018,twitter,626,3
2018,twitter,1791,1
2012,twitter,550,1
2015,twitter,101,73
2015,twitter,1146,1
2017,twitter,2577,1
2018,twitter,6654,1
2015,twitter,1618,1
2017,twitter,662,1
2014,twitter,249,1
2015,twitter,413,2
2013,twitter,285,4
2014,twitter,349,1
2015,twitter,193,19
2016,twitter,1708,1
2017,twitter,321,15
2018,twitter,385,5
2015,twitter,548,2
2018,twitter,242,19
2018,twitter,989,2
2018,twitter,740,2
2018,twitter,597,2
2017,twitter,570,5
2016,twitter,506,2
2018,twitter,454,6
2017,twitter,141,66
2018,twitter,846,2
2017,twitter,782,2
2014,twitter,529,1
2018,twitter,883,1
2016,twitter,755,1
2018,twitter,3992,1
2013,twitter,73,68
2018,twitter,1081,2
2014,twitter,386,1
2013,twitter,328,1
2014,twitter,392,1
2018,twitter,56,578
2015,twitter,307,5
2013,twitter,720,1
2018,twitter,448,3
2016,twitter,320,4
2017,twitter,2548,1
2015,twitter,58,200
2018,twitter,348,5
2012,twitter,309,1
2017,twitter,776,1
2018,twitter,3912,1
2013,twitter,153,14
2017,twitter,6,23957
2014,twitter,217,6
2015,twitter,874,1
2017,twitter,1002,1
2015,twitter,542,1
2012,twitter,753,1
2015,twitter,233,9
2018,twitter,308,19
2017,twitter,244,14
2015,twitter,897,1
2018,twitter,425,3
2018,twitter,377,11
2015,twitter,1160,1
2016,twitter,251,11
2014,twitter,3111,1
2017,twitter,315,12
2012,twitter,20,613
2017,twitter,1950,1
2012,twitter,229,3
2018,twitter,686,2
2013,twitter,391,2
2015,twitter,47,335
2018,twitter,162,68
2014,twitter,1311,1
2015,twitter,688,1
2015,twitter,18,2499
2012,twitter,613,2
2017,twitter,885,2
2014,twitter,426,3
2013,twitter,362,3
2015,twitter,734,1
2014,twitter,31,546
2017,twitter,739,2
2018,twitter,6574,1
2013,twitter,147,7
2015,twitter,868,1
2014,twitter,555,1
2012,twitter,1162,1
2018,twitter,1985,1
2015,twitter,227,8
2013,twitter,253,1
2017,twitter,559,1
2015,twitter,665,2
2018,twitter,872,1
2014,twitter,601,1
2016,twitter,5,31108
2014,twitter,209,10
2016,twitter,337,6
2018,twitter,809,2
2018,twitter,417,8
2015,twitter,373,5
2014,twitter,309,3
2016,twitter,437,3
2013,twitter,399,1
2012,twitter,335,1
2015,twitter,628,1
2013,twitter,7,8529
2017,twitter,1486,1
2018,twitter,1550,1
2017,twitter,607,2
2018,twitter,371,11
2015,twitter,1753,1
2016,twitter,48,396
2018,twitter,176,48
2017,twitter,112,113
2017,twitter,1735,1
2017,twitter,1489,1
2018,twitter,1576,1
2013,twitter,70,64
2016,twitter,2444,1
2014,twitter,561,1
2014,twitter,632,1
2015,twitter,55,232
2013,twitter,1636,1
2016,twitter,4625,1
2018,twitter,700,1
2013,twitter,356,1
2012,twitter,624,1
2014,twitter,111,25
2018,twitter,674,3
2018,twitter,59,505
2015,twitter,482,3
2016,twitter,546,1
2017,twitter,424,2
2018,twitter,488,5
2016,twitter,360,8
2014,twitter,2224,1
2016,twitter,260,12
2017,twitter,324,12
2016,twitter,403,4
2017,twitter,467,2
2015,twitter,267,5
2018,twitter,16,5622
2016,twitter,331,9
2014,twitter,375,1
2014,twitter,11613,1
2013,twitter,139,16
2016,twitter,503,1
2018,twitter,1049,1
2013,twitter,4049,1
2012,twitter,2854,1
2016,twitter,19,2737
2018,twitter,408,7
2016,twitter,268,7
2013,twitter,574,1
2015,twitter,702,1
2014,twitter,34,520
2014,twitter,532,1
2018,twitter,1619,1
2017,twitter,536,3
2015,twitter,310,4
2016,twitter,1001,1
2017,twitter,181,34
2012,twitter,163,3
2017,twitter,1171,1
2015,twitter,794,1
2016,twitter,1107,1
2016,twitter,217,13
2015,twitter,651,1
2017,twitter,281,17
2016,twitter,74,168
2013,twitter,176,12
2014,twitter,781,1
2018,twitter,594,3
2017,twitter,2153,1
2015,twitter,402,1
2015,twitter,845,1
2017,twitter,30,1519
2013,twitter,177,12
2016,twitter,37,772
2018,twitter,94,215
2016,twitter,1033,1
2013,twitter,248,3
2018,twitter,117,132
2017,twitter,53,490
2017,twitter,2045,1
2014,twitter,550,1
2013,twitter,131,16
2014,twitter,527,2
2017,twitter,671,2
2013,twitter,108,27
2018,twitter,403,6
2014,twitter,836,1
2017,twitter,270,13
2018,twitter,263,15
2014,twitter,3321,1
2018,twitter,234,22
2018,twitter,898,2
2017,twitter,1621,1
2016,twitter,776,1
2017,twitter,811,1
2013,twitter,39,277
2015,twitter,514,1
2017,twitter,1475,1
2016,twitter,183,22
2014,twitter,55,164
2015,twitter,537,1
2017,twitter,24,2280
2012,twitter,439,1
2014,twitter,2333,1
2012,twitter,84,27
2014,twitter,1337,1
2014,twitter,556,1
2016,twitter,352,2
2013,twitter,208,4
2012,twitter,144,9
2014,twitter,659,2
2017,twitter,1189,1
2015,twitter,474,7
2018,twitter,1259,1
2018,twitter,25,2547
2018,twitter,867,1
2014,twitter,1792,1
2016,twitter,492,2
2014,twitter,118,32
2017,twitter,310,10
2018,twitter,472,6
2018,twitter,223,27
2017,twitter,408,4
2013,twitter,1133,1
2018,twitter,718,1
2016,twitter,1918,1
2014,twitter,264,2
2018,twitter,618,1
2016,twitter,638,1
2015,twitter,328,3
2018,twitter,372,15
2018,twitter,274,14
2013,twitter,102,23
2018,twitter,77,281
2017,twitter,1341,2
2018,twitter,11,10137
2016,twitter,879,1
2015,twitter,577,3
2018,twitter,154,83
2016,twitter,26,1510
2016,twitter,1022,1
2015,twitter,958,2
2015,twitter,434,3
2014,twitter,776,1
2017,twitter,562,8
2018,twitter,724,3
2017,twitter,376,6
2016,twitter,312,2
2018,twitter,366,4
2018,twitter,981,1
2016,twitter,212,17
2017,twitter,276,10
2016,twitter,455,1
2014,twitter,421,1
2016,twitter,1065,1
2013,twitter,357,1
2014,twitter,447,2
2012,twitter,221,10
2018,twitter,1293,1
2014,twitter,278,2
2013,twitter,65,79
2016,twitter,355,2
2018,twitter,2647,1
2012,twitter,107,12
2015,twitter,50,301
2013,twitter,171,8
2018,twitter,681,2
2014,twitter,484,1
2012,twitter,605,1
2017,twitter,96,142
2012,twitter,213,2
2018,twitter,1783,1
2016,twitter,326,8
2018,twitter,552,2
2018,twitter,303,18
2014,twitter,198,6
2015,twitter,262,9
2013,twitter,134,22
2018,twitter,1534,1
2014,twitter,627,2
2018,twitter,944,2
2012,twitter,15,1127
2016,twitter,953,1
2018,twitter,589,4
2017,twitter,1272,2
2017,twitter,1023,1
2018,twitter,838,1
2015,twitter,995,1
2016,twitter,418,3
2016,twitter,169,23
2017,twitter,482,3
2017,twitter,2646,1
2017,twitter,2154,1
2013,twitter,28,532
2016,twitter,318,4
2017,twitter,3579,1
2012,twitter,407,3
2018,twitter,1036,1
2015,twitter,471,3
2017,twitter,196,26
2014,twitter,407,1
2016,twitter,464,2
2016,twitter,1128,1
2014,twitter,169,9
2016,twitter,180,12
2017,twitter,551,3
2015,twitter,116,47
2013,twitter,105,36
2018,twitter,1826,1
2017,twitter,313,15
2016,twitter,249,8
2018,twitter,784,1
2016,twitter,34,828
2017,twitter,27,1863
2017,twitter,691,2
2018,twitter,755,2
2016,twitter,1955,1
2014,twitter,593,1
2014,twitter,29,661
2012,twitter,565,1
2018,twitter,1047,1
2014,twitter,1334,1
2018,twitter,237,29
2018,twitter,114,112
2015,twitter,709,1
2018,twitter,1442,1
2014,twitter,662,1
2015,twitter,85,93
2017,twitter,37837,1
2017,twitter,156,54
2016,twitter,744,1
2013,twitter,145,9
2017,twitter,511,4
2014,twitter,12,4155
2016,twitter,681,1
2013,twitter,944,1
2014,twitter,653,1
2013,twitter,251,6
2016,twitter,289,7
2012,twitter,181,5
2012,twitter,187,4
2018,twitter,1010,1
2016,twitter,395,5
2017,twitter,459,4
2014,twitter,1589,1
2013,twitter,351,2
2014,twitter,1443,1
2018,twitter,1110,1
2015,twitter,1705,1
2014,twitter,158,20
2017,twitter,777,4
2016,twitter,215,19
2014,twitter,15,2664
2015,twitter,792,2
2016,twitter,358,8
2016,twitter,143,50
2016,twitter,3,69261
2015,twitter,508,2
2018,twitter,131,84
2017,twitter,1653,1
2018,twitter,721,1
2017,twitter,657,1
2016,twitter,1234,1
2018,twitter,649,2
2014,twitter,232,9
2013,twitter,168,12
2018,twitter,506,2
2015,twitter,196,20
2018,twitter,578,1
2017,twitter,299,6
2012,twitter,957,2
2018,twitter,2570,1
2012,twitter,147,6
2016,twitter,329,6
2014,twitter,201,7
2018,twitter,1219,1
2015,twitter,365,2
2013,twitter,311,1
2012,twitter,296,2
2012,twitter,12,1777
2017,twitter,522,4
2015,twitter,145,24
2018,twitter,337,8
2016,twitter,707,1
2015,twitter,251,9
2012,twitter,367,1
2014,twitter,722,1
2016,twitter,315,5
2018,twitter,941,2
2017,twitter,144,57
2016,twitter,80,133
2018,twitter,549,2
2017,twitter,130,91
2012,twitter,118,4
2016,twitter,1062,1
2012,twitter,110,12
2014,twitter,238,4
2013,twitter,417,1
2018,twitter,933,2
2018,twitter,3097,1
2015,twitter,159,16
2013,twitter,566,1
2014,twitter,95,68
2015,twitter,694,1
2018,twitter,2564,1
2017,twitter,236,20
2014,twitter,4025,1
2017,twitter,136,66
2012,twitter,210,8
2018,twitter,692,2
2015,twitter,1533,1
2013,twitter,274,1
2013,wikipedia,0,1345515
2014,wikipedia,1,19503
2016,wikipedia,1,15626
2012,wikipedia,2,3731
2017,wikipedia,2,2310
2012,wikipedia,3,1035
2012,wikipedia,4,451
2013,wikipedia,7,74
2014,wikipedia,9,22
2012,wikipedia,10,18
2014,wikipedia,10,26
2012,wikipedia,11,16
2012,wikipedia,12,6
2017,wikipedia,12,11
2018,wikipedia,13,9
2018,wikipedia,14,5
2013,wikipedia,15,2
2016,wikipedia,15,6
2014,wikipedia,18,6
2016,wikipedia,18,3
2012,wikipedia,20,2
2017,wikipedia,21,2
2015,wikipedia,22,1
2013,wikipedia,23,2
2015,wikipedia,23,2
2018,wikipedia,23,1
2016,wikipedia,26,1
2017,wikipedia,26,2
2012,wikipedia,27,1
2015,wikipedia,28,2
2015,wikipedia,29,1
2018,wikipedia,32,1
2012,wikipedia,35,1
2017,wikipedia,35,1
2012,wikipedia,37,1
2013,wikipedia,38,2
2016,wikipedia,42,1
2016,wikipedia,43,2
2017,wikipedia,51,1
2018,wikipedia,57,1
2014,wikipedia,77,1
2016,wikipedia,84,1
2017,wikipedia,101,1
2012,wikipedia,121,1
2015,wikipedia,129,1
2013,wikipedia,148,1
2014,wikipedia,527,1
2015,wikipedia,1134,1
2016,wikipedia,0,1507059
2014,wikipedia,2,3381
2014,wikipedia,3,958
2017,wikipedia,4,318
2015,wikipedia,5,191
2018,wikipedia,5,106
2013,wikipedia,6,141
2015,wikipedia,6,116
2018,wikipedia,6,67
2016,wikipedia,7,55
2017,wikipedia,9,28
2017,wikipedia,10,14
2015,wikipedia,11,17
2017,wikipedia,11,17
2012,wikipedia,13,11
2013,wikipedia,13,6
2013,wikipedia,14,7
2015,wikipedia,14,11
2016,wikipedia,14,8
2018,wikipedia,16,2
2016,wikipedia,17,8
2017,wikipedia,18,3
2014,wikipedia,20,2
2015,wikipedia,20,2
2012,wikipedia,22,2
2018,wikipedia,22,1
2013,wikipedia,24,1
2014,wikipedia,25,1
2016,wikipedia,25,2
2014,wikipedia,26,1
2014,wikipedia,27,1
2012,wikipedia,29,4
2013,wikipedia,30,1
2018,wikipedia,30,2
2013,wikipedia,31,2
2017,wikipedia,34,1
2012,wikipedia,38,1
2012,wikipedia,45,1
2014,wikipedia,52,1
2013,wikipedia,57,1
2014,wikipedia,61,1
2012,wikipedia,79,1
2018,wikipedia,98,1
2012,wikipedia,112,1
2017,wikipedia,121,1
2012,wikipedia,137,1
2012,wikipedia,1215,1
2014,wikipedia,0,1399297
2017,wikipedia,1,13672
2015,wikipedia,3,892
2017,wikipedia,3,652
2015,wikipedia,4,414
2018,wikipedia,4,223
2012,wikipedia,5,203
2013,wikipedia,5,206
2016,wikipedia,6,103
2018,wikipedia,7,33
2013,wikipedia,8,49
2014,wikipedia,8,56
2016,wikipedia,8,42
2016,wikipedia,9,22
2014,wikipedia,11,21
2015,wikipedia,12,11
2018,wikipedia,12,5
2015,wikipedia,13,16
2015,wikipedia,15,5
2013,wikipedia,16,6
2016,wikipedia,16,5
2013,wikipedia,17,3
2014,wikipedia,17,4
2012,wikipedia,19,1
2014,wikipedia,19,5
2012,wikipedia,21,6
2015,wikipedia,21,2
2016,wikipedia,23,1
2013,wikipedia,25,1
2014,wikipedia,28,1
2012,wikipedia,30,2
2016,wikipedia,31,2
2016,wikipedia,32,2
2017,wikipedia,38,2
2016,wikipedia,40,2
2014,wikipedia,42,1
2016,wikipedia,49,1
2017,wikipedia,62,1
2016,wikipedia,66,1
2018,wikipedia,97,1
2017,wikipedia,102,1
2014,wikipedia,252,1
2015,wikipedia,331,1
2012,wikipedia,0,1252202
2017,wikipedia,0,1563649
2018,wikipedia,0,1668873
2015,wikipedia,1,17745
2013,wikipedia,2,3582
2018,wikipedia,2,1746
2013,wikipedia,3,1047
2013,wikipedia,4,404
2016,wikipedia,5,193
2017,wikipedia,6,77
2014,wikipedia,7,67
2015,wikipedia,7,77
2017,wikipedia,7,41
2017,wikipedia,8,31
2018,wikipedia,8,30
2012,wikipedia,9,35
2015,wikipedia,9,45
2012,wikipedia,14,8
2014,wikipedia,14,9
2017,wikipedia,14,12
2012,wikipedia,15,3
2012,wikipedia,16,10
2014,wikipedia,16,7
2015,wikipedia,16,5
2015,wikipedia,17,2
2015,wikipedia,18,5
2016,wikipedia,19,2
2013,wikipedia,20,4
2016,wikipedia,20,3
2018,wikipedia,20,1
2013,wikipedia,21,4
2017,wikipedia,22,2
2012,wikipedia,23,4
2014,wikipedia,23,2
2017,wikipedia,23,1
2012,wikipedia,25,1
2015,wikipedia,25,1
2017,wikipedia,25,2
2015,wikipedia,26,4
2013,wikipedia,27,1
2013,wikipedia,28,1
2016,wikipedia,28,1
2013,wikipedia,29,1
2016,wikipedia,29,1
2012,wikipedia,31,2
2015,wikipedia,32,3
2013,wikipedia,35,2
2016,wikipedia,37,2
2017,wikipedia,40,2
2015,wikipedia,41,1
2015,wikipedia,42,1
2018,wikipedia,43,1
2013,wikipedia,51,1
2018,wikipedia,53,1
2016,wikipedia,79,1
2012,wikipedia,115,1
2016,wikipedia,136,1
2013,wikipedia,137,1
2012,wikipedia,335,1
2012,wikipedia,576,1
2017,wikipedia,900,1
2015,wikipedia,1010,1
2015,wikipedia,0,1445951
2018,wikipedia,1,10466
2015,wikipedia,2,3278
2016,wikipedia,2,2675
2016,wikipedia,3,889
2016,wikipedia,4,339
2014,wikipedia,5,207
2017,wikipedia,5,161
2012,wikipedia,6,85
2014,wikipedia,6,130
2012,wikipedia,7,75
2013,wikipedia,9,39
2016,wikipedia,12,13
2016,wikipedia,13,2
2017,wikipedia,13,9
2014,wikipedia,15,9
2017,wikipedia,15,9
2017,wikipedia,17,5
2012,wikipedia,18,5
2018,wikipedia,18,4
2013,wikipedia,19,3
2015,wikipedia,19,6
2014,wikipedia,21,1
2014,wikipedia,24,5
2013,wikipedia,26,2
2014,wikipedia,30,1
2014,wikipedia,31,3
2012,wikipedia,32,3
2015,wikipedia,33,1
2015,wikipedia,35,3
2012,wikipedia,40,1
2013,wikipedia,45,1
2013,wikipedia,46,1
2014,wikipedia,49,1
2018,wikipedia,60,1
2016,wikipedia,62,1
2015,wikipedia,76,1
2015,wikipedia,125,1
2013,wikipedia,218,1
2015,wikipedia,343,1
2012,wikipedia,1,21578
2013,wikipedia,1,20913
2018,wikipedia,3,523
2014,wikipedia,4,441
2012,wikipedia,8,53
2015,wikipedia,8,42
2018,wikipedia,9,13
2013,wikipedia,10,18
2015,wikipedia,10,31
2016,wikipedia,10,25
2018,wikipedia,10,7
2013,wikipedia,11,18
2016,wikipedia,11,13
2018,wikipedia,11,8
2013,wikipedia,12,19
2014,wikipedia,12,18
2014,wikipedia,13,5
2017,wikipedia,16,1
2012,wikipedia,17,5
2018,wikipedia,17,3
2013,wikipedia,18,1
2014,wikipedia,22,1
2016,wikipedia,22,1
2015,wikipedia,24,2
2017,wikipedia,24,3
2018,wikipedia,25,2
2012,wikipedia,26,1
2018,wikipedia,26,2
2015,wikipedia,27,1
2016,wikipedia,27,1
2016,wikipedia,30,1
2014,wikipedia,32,4
2017,wikipedia,32,2
2017,wikipedia,33,2
2012,wikipedia,34,1
2016,wikipedia,35,1
2013,wikipedia,36,1
2014,wikipedia,38,1
2014,wikipedia,39,1
2014,wikipedia,40,1
2015,wikipedia,43,1
2016,wikipedia,46,1
2018,wikipedia,50,1
2015,wikipedia,67,1
2012,wikipedia,68,1
2015,wikipedia,69,1
2012,wikipedia,73,1
2017,wikipedia,82,1
2015,wikipedia,84,1
