type,timediff,n_items
gold,-66,11
gold,-258,1
gold,374,73
gold,574,3
gold,-264,1
gold,317,16
gold,566,2
gold,534,1
gold,205,76
gold,-63,21
gold,13,1779
gold,434,47
gold,397,9
gold,56,218
gold,-49,9
gold,-292,1
gold,491,7
gold,248,18
gold,99,70
gold,148,83
gold,-23,15
gold,523,5
gold,-138,1
gold,314,27
gold,417,10
gold,-175,5
gold,-556,1
gold,82,134
gold,-32,7
gold,39,371
gold,16,810
gold,-507,1
gold,208,36
gold,543,5
gold,309,12
gold,-164,1
gold,426,8
gold,140,72
gold,163,27
gold,409,17
gold,223,23
gold,-565,2
gold,372,26
gold,297,9
gold,581,5
gold,-582,1
gold,183,25
gold,91,87
gold,340,23
gold,389,7
gold,97,133
gold,-568,8
gold,383,16
gold,-90,7
gold,406,23
gold,-230,2
gold,266,18
gold,423,17
gold,174,85
gold,392,74
gold,249,16
gold,-130,2
gold,-81,7
gold,14,2055
gold,598,1
gold,-548,1
gold,200,16
gold,524,7
gold,192,18
gold,401,25
gold,501,3
gold,284,14
gold,315,21
gold,424,13
gold,175,32
gold,324,127
gold,-82,6
gold,158,32
gold,-39,10
gold,556,1
gold,481,7
gold,-88,7
gold,-543,1
gold,72,92
gold,473,5
gold,258,44
gold,381,6
gold,32,515
gold,-265,3
gold,-73,5
gold,272,83
gold,-25,16
gold,567,3
gold,-566,3
gold,367,8
gold,390,113
gold,106,86
gold,155,33
gold,-56,4
gold,-105,2
gold,63,216
gold,-242,1
gold,241,19
gold,49,278
gold,198,34
gold,149,23
gold,359,14
gold,307,12
gold,267,15
gold,376,7
gold,-174,1
gold,-323,6
gold,322,20
gold,173,72
gold,81,89
gold,-8,86
gold,-180,1
gold,38,339
gold,599,3
gold,7,2438
gold,299,25
gold,342,85
gold,239,22
gold,-257,1
gold,164,25
gold,-409,1
gold,465,14
gold,124,46
gold,439,7
gold,-581,1
gold,416,70
gold,608,2
gold,133,51
gold,459,12
gold,631,1
gold,41,513
gold,551,4
gold,290,25
gold,339,10
gold,247,18
gold,-782,1
gold,334,18
gold,-89,16
gold,357,26
gold,457,5
gold,265,82
gold,-72,2
gold,25,949
gold,391,43
gold,440,7
gold,105,131
gold,483,5
gold,291,17
gold,540,16
gold,-6,123
gold,448,20
gold,199,9
gold,-55,9
gold,348,20
gold,-46,16
gold,-733,1
gold,139,45
gold,22,849
gold,517,6
gold,222,36
gold,-272,4
gold,274,15
gold,108,32
gold,225,39
gold,531,62
gold,182,40
gold,88,50
gold,400,14
gold,48,238
gold,449,19
gold,-233,2
gold,432,7
gold,-356,1
gold,280,15
gold,-30,21
gold,31,675
gold,217,64
gold,518,6
gold,-24,10
gold,558,4
gold,415,9
gold,532,11
gold,-147,5
gold,289,23
gold,197,48
gold,475,11
gold,498,12
gold,306,15
gold,283,12
gold,-1000,1
gold,323,20
gold,366,13
gold,74,104
gold,615,1
gold,-173,1
gold,131,39
gold,-156,1
gold,157,63
gold,-38,17
gold,635,1
gold,8,2109
gold,349,9
gold,-250,1
gold,100,51
gold,-50,26
gold,238,20
gold,-45,7
gold,430,9
gold,-162,2
gold,221,16
gold,487,4
gold,109,59
gold,338,14
gold,-337,1
gold,-53,3
gold,3,3529
gold,252,24
gold,-2,153
gold,152,44
gold,95,66
gold,118,60
gold,335,15
gold,235,16
gold,421,81
gold,78,97
gold,527,18
gold,410,13
gold,-228,1
gold,26,759
gold,12,1489
gold,178,73
gold,510,9
gold,461,5
gold,135,19
gold,627,1
gold,112,54
gold,-62,3
gold,596,6
gold,213,15
gold,545,2
gold,353,34
gold,-137,1
gold,67,96
gold,562,1
gold,622,1
gold,27,928
gold,605,1
gold,485,3
gold,436,3
gold,-37,25
gold,87,49
gold,628,1
gold,579,1
gold,393,12
gold,-71,1
gold,70,166
gold,-117,4
gold,187,53
gold,-263,1
gold,287,68
gold,18,1333
gold,362,9
gold,170,23
gold,-34,22
gold,227,22
gold,602,2
gold,110,59
gold,196,37
gold,-54,24
gold,104,86
gold,496,11
gold,296,14
gold,-95,1
gold,211,38
gold,288,87
gold,234,12
gold,-112,1
gold,420,8
gold,-321,2
gold,-627,1
gold,-35,31
gold,179,25
gold,511,8
gold,577,3
gold,-653,4
gold,42,433
gold,385,10
gold,594,10
gold,168,76
gold,-92,1
gold,-69,5
gold,268,15
gold,-169,1
gold,-278,2
gold,128,34
gold,471,7
gold,463,19
gold,159,17
gold,-52,9
gold,337,11
gold,586,1
gold,2,5380
gold,245,53
gold,380,15
gold,71,125
gold,94,81
gold,572,41
gold,186,42
gold,455,8
gold,17,747
gold,326,13
gold,472,2
gold,269,7
gold,-176,3
gold,203,79
gold,-61,7
gold,-110,1
gold,-4,131
gold,446,20
gold,352,23
gold,-253,1
gold,395,22
gold,143,62
gold,237,24
gold,-44,13
gold,312,87
gold,-67,3
gold,-731,1
gold,469,58
gold,68,118
gold,277,13
gold,561,3
gold,28,885
gold,-121,2
gold,-27,21
gold,512,11
gold,555,42
gold,529,10
gold,-144,1
gold,194,17
gold,0,20417
gold,23,728
gold,-22,30
gold,46,263
gold,115,45
gold,138,38
gold,407,50
gold,-16,44
gold,232,22
gold,-231,1
gold,75,252
gold,-225,6
gold,132,58
gold,464,15
gold,15,1498
gold,458,8
gold,493,4
gold,189,31
gold,264,29
gold,172,21
gold,66,105
gold,-65,11
gold,375,58
gold,-274,7
gold,467,6
gold,533,3
gold,484,7
gold,-5,151
gold,292,13
gold,633,2
gold,590,1
gold,441,12
gold,499,3
gold,-498,1
gold,-91,10
gold,382,29
gold,113,94
gold,230,50
gold,-74,1
gold,107,51
gold,273,36
gold,250,16
gold,-131,2
gold,-57,19
gold,58,127
gold,130,67
gold,-14,26
gold,-100,1
gold,207,31
gold,150,31
gold,542,6
gold,591,1
gold,141,58
gold,525,6
gold,233,15
gold,456,14
gold,30,481
gold,373,7
gold,-31,4
gold,-123,1
gold,508,6
gold,90,87
gold,539,10
gold,-40,28
gold,147,60
gold,-48,18
gold,451,2
gold,165,19
gold,282,10
gold,125,42
gold,65,92
gold,365,25
gold,514,7
gold,73,87
gold,-172,1
gold,583,2
gold,626,1
gold,5,2812
gold,242,27
gold,500,5
gold,191,21
gold,116,53
gold,-232,2
gold,-115,1
gold,408,10
gold,331,23
gold,308,30
gold,431,2
gold,623,1
gold,231,28
gold,-324,8
gold,325,9
gold,122,36
gold,-75,2
gold,606,1
gold,-650,1
gold,557,2
gold,414,11
gold,33,458
gold,-15,53
gold,600,2
gold,-141,1
gold,-47,9
gold,240,15
gold,549,7
gold,526,4
gold,257,23
gold,332,10
gold,-64,17
gold,466,2
gold,-273,3
gold,123,35
gold,83,106
gold,509,5
gold,40,384
gold,-41,52
gold,489,8
gold,214,26
gold,-21,21
gold,-190,1
gold,166,18
gold,-499,8
gold,-113,1
gold,114,59
gold,80,65
gold,-322,4
gold,515,45
gold,-58,5
gold,-224,2
gold,180,32
gold,57,164
gold,206,41
gold,506,3
gold,-7,201
gold,300,24
gold,492,16
gold,541,6
gold,261,13
gold,570,6
gold,378,7
gold,69,165
gold,92,67
gold,209,20
gold,29,616
gold,361,14
gold,564,2
gold,418,23
gold,344,22
gold,201,17
gold,-59,5
gold,438,3
gold,244,97
gold,387,15
gold,146,60
gold,-102,3
gold,-96,1
gold,295,8
gold,404,22
gold,-119,7
gold,-234,11
gold,-19,91
gold,327,12
gold,229,18
gold,513,8
gold,-614,4
gold,-128,1
gold,-769,1
gold,86,102
gold,-36,50
gold,604,1
gold,43,356
gold,447,8
gold,522,8
gold,-569,35
gold,-68,1
gold,-830,1
gold,330,13
gold,184,9
gold,528,3
gold,-28,25
gold,313,55
gold,-312,1
gold,276,114
