type,timediff,n_items
gold,192,31
gold,194,55
gold,204,39
gold,207,31
gold,210,41
gold,212,23
gold,221,27
gold,223,37
gold,229,23
gold,249,31
gold,258,44
gold,266,40
gold,282,35
gold,289,35
gold,292,17
gold,294,32
gold,300,12
gold,302,25
gold,303,12
gold,313,21
gold,316,27
gold,318,20
gold,321,27
gold,329,29
gold,335,24
gold,340,17
gold,348,42
gold,358,15
gold,380,18
gold,385,22
gold,387,22
gold,393,15
gold,400,11
gold,401,14
gold,406,20
gold,422,19
gold,425,28
gold,430,16
gold,433,14
gold,440,10
gold,456,9
gold,459,7
gold,462,17
gold,469,5
gold,470,5
gold,478,12
gold,488,4
gold,490,11
gold,493,4
gold,496,8
gold,514,7
gold,515,13
gold,517,6
gold,520,6
gold,523,8
gold,530,14
gold,531,6
gold,536,5
gold,546,8
gold,549,7
gold,559,7
gold,573,1
gold,576,2
gold,581,4
gold,589,2
gold,591,5
gold,594,2
gold,602,2
gold,613,1
gold,615,2
gold,639,1
gold,-1151,1
gold,-878,1
gold,-732,1
gold,-719,1
gold,-658,1
gold,-655,1
gold,-650,1
gold,-645,1
gold,-637,1
gold,-583,1
gold,-581,2
gold,-579,1
gold,-560,1
gold,-554,2
gold,-546,1
gold,-483,2
gold,-472,8
gold,-464,3
gold,-443,2
gold,-435,9
gold,-433,2
gold,-411,5
gold,-409,1
gold,-403,3
gold,-388,3
gold,-387,1
gold,-385,2
gold,-383,3
gold,-340,1
gold,-324,2
gold,-322,3
gold,-314,1
gold,-271,1
gold,-266,1
gold,-232,2
gold,-229,1
gold,-226,1
gold,-221,3
gold,-202,1
gold,-186,1
gold,-173,2
gold,-162,2
gold,-149,1
gold,-142,3
gold,-141,2
gold,-128,4
gold,-120,1
gold,-118,5
gold,-115,11
gold,-104,1
gold,-89,7
gold,-88,16
gold,-81,2
gold,-80,1
gold,-70,5
gold,-64,6
gold,-62,1
gold,-59,9
gold,-57,19
gold,-56,9
gold,-54,17
gold,-44,11
gold,-41,10
gold,-33,35
gold,-25,16
gold,-22,20
gold,-12,15
gold,-9,27
gold,-3,53
gold,-1,219
gold,12,747
gold,31,384
gold,36,286
gold,73,62
gold,74,104
gold,79,84
gold,87,62
gold,95,62
gold,100,73
gold,103,72
gold,110,58
gold,111,61
gold,113,39
gold,119,69
gold,124,51
gold,134,56
gold,137,36
gold,143,30
gold,145,56
gold,153,52
gold,155,38
gold,166,43
gold,172,41
gold,187,27
gold,193,44
gold,195,45
gold,214,41
gold,224,48
gold,225,21
gold,227,21
gold,243,38
gold,254,30
gold,261,16
gold,267,42
gold,269,40
gold,270,34
gold,277,52
gold,278,33
gold,285,22
gold,296,31
gold,299,62
gold,312,28
gold,315,31
gold,333,22
gold,338,25
gold,354,27
gold,357,29
gold,359,13
gold,370,22
gold,378,25
gold,389,15
gold,391,18
gold,394,14
gold,397,20
gold,405,17
gold,407,15
gold,412,32
gold,415,25
gold,426,7
gold,436,37
gold,437,21
gold,444,11
gold,452,10
gold,455,8
gold,457,13
gold,460,6
gold,465,10
gold,468,8
gold,473,9
gold,476,21
gold,479,4
gold,481,9
gold,482,5
gold,487,8
gold,489,8
gold,502,9
gold,510,12
gold,511,7
gold,519,8
gold,527,3
gold,539,5
gold,542,4
gold,547,5
gold,548,2
gold,553,1
gold,563,5
gold,566,4
gold,572,1
gold,582,3
gold,585,2
gold,590,8
gold,603,1
gold,608,1
gold,616,4
gold,617,1
gold,625,2
gold,-1060,3
gold,-1058,1
gold,-804,1
gold,-742,1
gold,-734,1
gold,-729,1
gold,-682,1
gold,-677,1
gold,-660,2
gold,-636,1
gold,-605,1
gold,-597,1
gold,-589,1
gold,-584,2
gold,-568,31
gold,-562,1
gold,-557,2
gold,-555,2
gold,-552,2
gold,-549,1
gold,-531,5
gold,-523,3
gold,-493,1
gold,-485,2
gold,-473,1
gold,-459,1
gold,-457,1
gold,-456,1
gold,-449,3
gold,-446,4
gold,-412,1
gold,-401,1
gold,-398,1
gold,-396,1
gold,-361,1
gold,-343,1
gold,-282,1
gold,-269,1
gold,-263,1
gold,-234,17
gold,-207,10
gold,-178,4
gold,-176,13
gold,-171,2
gold,-170,4
gold,-168,3
gold,-152,1
gold,-86,3
gold,-78,3
gold,-75,6
gold,-73,5
gold,-67,9
gold,-43,47
gold,-35,23
gold,-30,58
gold,-20,23
gold,-4,47
gold,7,1589
gold,18,557
gold,23,408
gold,28,427
gold,37,235
gold,39,199
gold,50,164
gold,55,146
gold,57,134
gold,65,97
gold,76,86
gold,89,71
gold,92,76
gold,97,85
gold,102,88
gold,105,67
gold,127,58
gold,129,53
gold,135,42
gold,147,62
