type,timediff,n_items
closed,337,10
closed,338,7
closed,352,7
closed,353,3
closed,362,10
closed,380,2
closed,385,1
closed,393,9
closed,395,7
closed,410,4
closed,420,6
closed,421,5
closed,430,3
closed,436,1
closed,446,1
closed,455,4
closed,461,3
closed,463,6
closed,471,2
closed,472,5
closed,485,4
closed,487,3
closed,496,3
closed,510,2
closed,511,1
closed,512,1
closed,527,4
closed,529,3
closed,545,3
closed,555,1
closed,561,2
closed,572,9
closed,579,3
closed,586,2
closed,594,1
closed,596,2
closed,602,1
closed,605,1
closed,622,1
closed,628,2
closed,636,1
gold,-917,2
gold,-525,1
gold,-80,2
gold,-32,1
gold,-13,1
gold,6,26
gold,13,20
gold,14,4
gold,16,9
gold,21,14
gold,24,17
gold,39,9
gold,47,12
gold,50,6
gold,55,12
gold,56,13
gold,64,6
gold,82,4
gold,89,3
gold,91,6
gold,97,5
gold,98,6
gold,99,8
gold,140,4
gold,142,1
gold,148,2
gold,156,1
gold,163,2
gold,167,5
gold,174,7
gold,181,1
gold,183,7
gold,190,4
gold,200,13
gold,205,3
gold,208,4
gold,215,6
gold,216,4
gold,223,4
gold,224,4
gold,248,4
gold,249,7
gold,255,5
gold,256,2
gold,259,6
gold,266,4
gold,275,5
gold,281,4
gold,297,5
gold,298,3
gold,309,9
gold,314,5
gold,316,3
gold,317,4
gold,333,2
gold,340,7
gold,341,1
gold,347,3
gold,350,13
gold,356,5
gold,358,4
gold,364,4
gold,372,3
gold,374,10
gold,383,7
gold,384,1
gold,389,2
gold,392,4
gold,397,4
gold,398,1
gold,399,4
gold,406,3
gold,409,3
gold,417,2
gold,422,5
gold,423,4
gold,425,4
gold,426,1
gold,433,2
gold,434,2
gold,442,1
gold,450,1
gold,474,2
gold,482,3
gold,490,3
gold,491,4
gold,507,3
gold,516,1
gold,523,2
gold,534,2
gold,548,1
gold,559,2
gold,565,1
gold,573,1
gold,574,1
gold,576,1
gold,581,4
gold,592,1
gold,609,1
gold,-719,1
gold,-203,3
gold,-153,1
gold,-101,1
gold,-60,15
gold,-26,1
gold,-20,3
gold,1,90
gold,4,33
gold,9,19
gold,11,24
gold,19,11
gold,34,9
gold,35,10
gold,36,6
gold,37,9
gold,44,3
gold,52,4
gold,53,6
gold,54,3
gold,59,4
gold,62,2
gold,76,6
gold,79,4
gold,84,3
gold,85,6
gold,93,8
gold,96,3
gold,111,4
gold,117,7
gold,119,3
gold,126,4
gold,129,4
gold,134,4
gold,136,1
gold,137,6
gold,144,5
gold,145,8
gold,153,5
gold,161,6
gold,162,7
gold,169,4
gold,171,6
gold,176,2
gold,188,2
gold,195,5
gold,210,4
gold,218,3
gold,220,3
gold,236,2
gold,262,2
gold,270,4
gold,278,5
gold,279,3
gold,286,7
gold,293,15
gold,301,8
gold,304,3
gold,310,2
gold,311,2
gold,318,5
gold,319,4
gold,321,3
gold,328,1
gold,336,6
gold,343,6
gold,345,5
gold,346,5
gold,355,3
gold,363,5
gold,369,4
gold,377,3
gold,379,2
gold,388,2
gold,394,1
gold,396,2
gold,405,9
gold,411,5
gold,413,4
gold,427,3
gold,429,1
gold,437,6
gold,454,4
gold,468,2
gold,470,2
gold,478,7
gold,503,2
gold,504,2
gold,505,4
gold,536,6
gold,538,3
gold,544,3
gold,553,1
gold,554,1
gold,560,2
gold,569,1
gold,578,2
gold,580,1
gold,587,2
gold,603,1
gold,-810,1
gold,-607,1
gold,-557,1
gold,-451,1
gold,-432,1
gold,-149,1
gold,-113,1
gold,-64,2
gold,-57,1
gold,-47,1
gold,-21,1
gold,-7,2
gold,-5,3
gold,0,223
gold,5,27
gold,15,13
gold,23,17
gold,30,7
gold,33,6
gold,40,5
gold,46,7
gold,57,8
gold,58,6
gold,65,8
gold,66,7
gold,73,3
gold,75,4
gold,80,4
gold,83,5
gold,90,8
gold,107,5
gold,113,4
gold,114,3
gold,115,10
gold,116,6
gold,122,4
gold,123,5
gold,125,4
gold,130,9
gold,132,6
gold,138,3
gold,141,2
gold,147,7
gold,150,5
gold,165,8
gold,166,2
gold,172,1
gold,180,7
gold,189,5
gold,191,6
gold,206,21
gold,207,6
gold,214,5
gold,230,6
gold,231,5
gold,232,3
gold,233,6
gold,240,3
gold,242,2
gold,250,6
gold,257,3
gold,273,4
gold,282,2
gold,292,1
gold,300,6
gold,308,2
gold,325,5
gold,331,3
gold,332,5
gold,365,3
gold,373,4
gold,375,2
gold,382,4
gold,407,4
gold,408,3
gold,414,2
gold,431,2
gold,441,5
gold,451,2
gold,456,1
gold,458,1
gold,466,8
gold,467,2
gold,484,2
gold,489,5
gold,492,2
gold,499,2
gold,500,1
gold,506,1
gold,508,2
gold,514,2
gold,525,3
gold,526,4
gold,533,1
gold,539,2
gold,541,1
gold,542,2
gold,583,1
gold,606,1
gold,616,1
gold,623,1
gold,626,2
gold,633,1
gold,-796,1
gold,-764,1
gold,-330,1
gold,-152,1
gold,-102,1
gold,-59,7
gold,-28,1
gold,-12,1
gold,-3,1
gold,-1,1
gold,10,18
gold,20,9
gold,29,19
gold,43,6
gold,45,7
gold,51,11
gold,60,7
gold,61,11
gold,69,6
gold,77,8
gold,86,1
gold,92,5
gold,101,6
gold,102,2
gold,103,5
gold,120,4
gold,121,6
gold,127,5
gold,146,8
gold,151,7
gold,154,7
gold,160,23
gold,177,5
gold,184,4
gold,185,6
gold,193,3
gold,201,5
gold,202,5
gold,204,5
gold,209,3
gold,219,2
gold,226,5
gold,228,8
gold,229,3
gold,243,6
gold,244,2
gold,246,6
gold,251,1
gold,253,5
gold,254,8
gold,260,4
gold,261,3
gold,263,5
gold,271,3
gold,276,1
gold,285,7
gold,294,3
gold,295,6
gold,302,4
gold,303,3
gold,305,5
gold,313,4
gold,320,5
gold,327,2
gold,329,3
gold,330,1
gold,344,3
gold,351,10
gold,354,3
gold,360,7
gold,361,5
gold,368,1
gold,370,3
gold,371,2
gold,378,4
gold,386,3
gold,387,3
gold,402,2
gold,403,2
gold,404,6
gold,419,3
gold,428,3
gold,435,2
gold,438,1
gold,443,4
gold,445,4
gold,447,1
gold,452,3
gold,462,2
gold,477,1
gold,479,2
gold,486,4
gold,488,3
gold,495,1
gold,497,1
gold,513,3
gold,520,1
gold,528,1
gold,537,2
gold,546,1
gold,552,2
gold,595,1
gold,604,1
gold,-855,1
gold,-228,1
gold,-177,1
gold,-62,1
gold,-61,1
gold,-45,1
gold,-4,2
gold,-2,2
gold,2,44
gold,3,36
gold,12,17
gold,17,10
gold,18,9
gold,26,10
gold,27,11
gold,28,5
gold,42,5
gold,67,9
gold,68,9
gold,70,2
gold,71,6
gold,78,2
gold,87,3
gold,94,3
gold,95,4
gold,104,4
gold,109,6
gold,110,7
gold,112,5
gold,118,7
gold,128,8
gold,135,1
gold,143,3
gold,152,8
gold,159,4
gold,168,3
gold,170,1
gold,178,12
gold,179,3
gold,186,3
gold,187,4
gold,194,6
gold,196,7
gold,203,4
gold,211,5
gold,213,6
gold,221,10
gold,227,4
gold,234,5
gold,235,4
gold,237,3
gold,238,11
gold,245,2
gold,268,2
gold,269,5
gold,277,4
gold,287,2
gold,288,6
gold,296,11
gold,312,3
gold,326,5
gold,335,7
gold,337,4
gold,338,4
gold,352,7
gold,353,4
gold,362,3
gold,380,3
gold,385,6
gold,393,1
gold,395,5
gold,420,2
gold,421,8
gold,430,1
gold,436,6
gold,446,4
gold,455,1
gold,461,7
gold,469,1
gold,471,3
gold,472,3
gold,485,5
gold,487,1
gold,510,3
gold,511,3
gold,512,2
gold,527,1
gold,555,1
gold,561,3
gold,562,2
gold,563,2
gold,579,3
gold,586,1
gold,594,1
gold,602,2
gold,627,1
gold,638,1
gold,-1094,1
gold,-710,1
gold,-693,1
gold,-490,1
gold,-259,1
gold,-147,1
gold,-39,2
gold,-30,1
gold,-25,1
gold,-8,1
gold,7,19
gold,8,20
gold,22,10
gold,25,10
gold,31,5
gold,32,5
gold,38,7
gold,41,7
gold,48,11
gold,49,8
gold,63,9
gold,72,1
gold,74,9
gold,81,6
gold,88,6
gold,100,5
gold,105,3
gold,106,8
gold,108,4
gold,124,7
gold,131,6
gold,133,7
gold,139,7
gold,149,1
gold,155,3
gold,157,2
gold,158,2
gold,164,2
gold,173,6
gold,175,6
gold,182,4
gold,192,5
gold,197,4
gold,198,6
gold,199,5
gold,217,1
gold,222,26
gold,225,3
gold,239,5
gold,241,4
gold,247,4
gold,258,2
gold,265,8
gold,267,6
gold,272,8
gold,274,2
gold,280,4
gold,283,3
gold,284,6
gold,289,4
gold,290,3
gold,291,3
gold,299,7
gold,306,5
gold,307,1
gold,315,3
gold,322,2
gold,323,2
gold,334,2
gold,339,4
gold,342,6
gold,348,9
gold,349,4
gold,357,5
gold,359,2
gold,366,5
gold,367,3
gold,376,2
gold,381,1
gold,390,5
gold,391,5
gold,400,1
gold,401,1
gold,415,2
gold,416,4
gold,424,1
gold,432,2
gold,439,1
gold,448,2
gold,449,5
gold,457,1
gold,459,1
gold,465,1
gold,473,4
gold,475,5
gold,481,4
gold,483,4
gold,498,1
gold,501,1
gold,517,1
gold,518,1
gold,524,2
gold,540,1
gold,551,1
gold,567,1
gold,607,3
gold,608,2
gold,631,1
hybrid,-329,1
hybrid,-134,1
hybrid,-78,1
hybrid,-76,4
hybrid,-68,1
hybrid,-43,1
hybrid,-11,1
hybrid,-9,2
hybrid,-3,2
hybrid,-1,1
hybrid,10,15
hybrid,20,6
hybrid,29,5
hybrid,43,2
hybrid,45,5
hybrid,51,3
hybrid,60,4
hybrid,61,3
hybrid,69,3
hybrid,77,12
hybrid,86,2
hybrid,92,4
hybrid,101,7
hybrid,102,5
hybrid,103,8
hybrid,120,1
hybrid,121,2
hybrid,127,3
hybrid,146,3
hybrid,151,2
hybrid,160,2
hybrid,177,36
hybrid,184,5
hybrid,185,3
hybrid,193,4
hybrid,201,9
hybrid,202,13
hybrid,204,42
hybrid,209,10
hybrid,219,5
hybrid,226,4
hybrid,228,3
hybrid,229,3
hybrid,243,7
hybrid,244,4
hybrid,246,3
hybrid,251,4
hybrid,253,3
hybrid,254,2
hybrid,260,4
hybrid,261,2
hybrid,263,1
hybrid,271,1
hybrid,276,1
hybrid,285,6
hybrid,294,2
hybrid,295,5
hybrid,302,2
hybrid,303,3
hybrid,305,4
hybrid,313,1
hybrid,320,9
hybrid,327,1
hybrid,329,3
hybrid,330,4
hybrid,344,1
hybrid,351,1
hybrid,354,1
hybrid,360,1
hybrid,361,5
hybrid,370,1
hybrid,371,3
hybrid,378,5
hybrid,387,1
hybrid,402,1
hybrid,403,2
hybrid,404,2
hybrid,418,2
hybrid,419,1
hybrid,428,2
hybrid,445,2
hybrid,447,2
hybrid,452,6
hybrid,477,4
hybrid,479,2
hybrid,480,3
hybrid,488,3
hybrid,495,1
hybrid,513,2
hybrid,522,1
hybrid,528,2
hybrid,535,4
hybrid,537,2
hybrid,546,1
hybrid,552,2
hybrid,564,1
hybrid,570,1
hybrid,-372,1
hybrid,-91,1
hybrid,-65,4
hybrid,-48,1
hybrid,-31,1
hybrid,-22,1
hybrid,-16,3
hybrid,-14,2
hybrid,-5,1
hybrid,0,50
hybrid,5,23
hybrid,15,7
hybrid,23,15
hybrid,30,5
hybrid,33,2
hybrid,40,11
hybrid,46,1
hybrid,57,6
hybrid,58,6
hybrid,65,4
hybrid,66,2
hybrid,73,4
hybrid,80,2
hybrid,90,4
hybrid,107,6
hybrid,113,3
hybrid,114,1
hybrid,115,4
hybrid,116,1
hybrid,122,7
hybrid,123,3
hybrid,125,3
hybrid,130,1
hybrid,132,1
hybrid,138,1
hybrid,141,2
hybrid,147,1
hybrid,165,4
hybrid,166,5
hybrid,172,4
hybrid,180,4
hybrid,189,2
hybrid,191,6
hybrid,206,4
hybrid,207,16
hybrid,214,5
hybrid,230,2
hybrid,231,1
hybrid,232,3
hybrid,233,3
hybrid,240,18
hybrid,242,4
hybrid,250,4
hybrid,257,8
hybrid,264,2
hybrid,273,1
hybrid,292,5
hybrid,300,2
hybrid,325,2
hybrid,331,1
hybrid,332,1
hybrid,365,3
hybrid,373,1
hybrid,375,3
hybrid,382,1
hybrid,407,4
hybrid,408,2
hybrid,414,1
hybrid,441,1
hybrid,451,2
hybrid,456,2
hybrid,458,10
hybrid,464,2
hybrid,466,2
hybrid,467,2
hybrid,484,1
hybrid,489,1
hybrid,493,1
hybrid,499,1
hybrid,500,1
hybrid,508,9
hybrid,514,1
hybrid,525,1
hybrid,533,1
hybrid,539,2
hybrid,542,2
hybrid,590,1
hybrid,610,1
hybrid,-518,1
hybrid,-347,3
hybrid,-230,1
hybrid,-133,2
hybrid,-114,1
hybrid,-80,1
hybrid,-13,1
hybrid,6,21
hybrid,13,3
hybrid,14,6
hybrid,16,4
hybrid,21,11
hybrid,24,10
hybrid,39,5
hybrid,47,2
hybrid,50,6
hybrid,55,5
hybrid,56,4
hybrid,64,3
hybrid,82,1
hybrid,89,1
hybrid,91,3
hybrid,97,2
hybrid,98,4
hybrid,99,4
hybrid,140,4
hybrid,142,10
hybrid,148,3
hybrid,156,3
hybrid,163,7
hybrid,167,3
hybrid,174,3
hybrid,181,3
hybrid,183,2
hybrid,190,4
hybrid,200,3
hybrid,205,23
hybrid,208,2
hybrid,215,4
hybrid,216,4
hybrid,224,1
hybrid,248,4
hybrid,249,3
hybrid,255,6
hybrid,256,7
hybrid,266,2
hybrid,275,1
hybrid,281,4
hybrid,297,3
hybrid,298,1
hybrid,309,2
hybrid,314,1
hybrid,316,1
hybrid,317,1
hybrid,333,2
hybrid,341,4
hybrid,347,3
hybrid,356,2
hybrid,358,2
hybrid,364,2
hybrid,372,3
hybrid,374,2
hybrid,383,4
hybrid,384,1
hybrid,389,3
hybrid,392,2
hybrid,398,1
hybrid,399,3
hybrid,406,6
hybrid,409,1
hybrid,417,1
hybrid,422,4
hybrid,423,2
hybrid,425,3
hybrid,426,4
hybrid,434,2
hybrid,474,1
hybrid,476,3
hybrid,482,3
hybrid,491,2
hybrid,523,1
hybrid,543,2
hybrid,559,1
hybrid,565,1
hybrid,576,2
hybrid,582,2
hybrid,592,1
hybrid,-628,1
hybrid,-371,1
hybrid,-262,1
hybrid,-188,1
hybrid,-42,1
hybrid,1,54
hybrid,4,19
hybrid,9,6
hybrid,11,3
hybrid,19,5
hybrid,34,4
hybrid,35,9
hybrid,36,7
hybrid,37,5
hybrid,44,2
hybrid,52,3
hybrid,53,2
hybrid,54,2
hybrid,59,4
hybrid,62,4
hybrid,76,5
hybrid,79,3
hybrid,84,3
hybrid,85,5
hybrid,93,6
hybrid,96,8
hybrid,111,2
hybrid,117,3
hybrid,119,2
hybrid,126,5
hybrid,129,6
hybrid,134,3
hybrid,136,2
hybrid,137,6
hybrid,144,5
hybrid,145,4
hybrid,153,5
hybrid,161,4
hybrid,162,2
hybrid,169,1
hybrid,171,6
hybrid,176,2
hybrid,188,2
hybrid,195,2
hybrid,210,10
hybrid,212,5
hybrid,218,13
hybrid,220,6
hybrid,236,1
hybrid,262,3
hybrid,278,3
hybrid,279,4
hybrid,286,2
hybrid,293,1
hybrid,301,7
hybrid,304,7
hybrid,310,3
hybrid,311,2
hybrid,318,2
hybrid,319,3
hybrid,321,9
hybrid,328,9
hybrid,336,3
hybrid,343,4
hybrid,345,4
hybrid,346,2
hybrid,355,3
hybrid,363,3
hybrid,369,3
hybrid,396,3
hybrid,405,4
hybrid,411,3
hybrid,429,2
hybrid,437,4
hybrid,444,5
hybrid,453,1
hybrid,454,4
hybrid,468,2
hybrid,470,2
hybrid,494,1
hybrid,504,2
hybrid,505,1
hybrid,519,1
hybrid,521,4
hybrid,530,1
hybrid,547,1
hybrid,554,2
hybrid,613,1
hybrid,630,3
hybrid,-325,1
hybrid,-183,1
hybrid,-50,2
hybrid,-30,2
hybrid,-25,1
hybrid,-8,2
hybrid,-6,2
hybrid,7,16
hybrid,8,9
hybrid,22,8
hybrid,25,2
hybrid,31,6
hybrid,32,4
hybrid,38,3
hybrid,41,4
hybrid,48,6
hybrid,49,5
hybrid,63,2
hybrid,81,3
hybrid,88,3
hybrid,100,15
hybrid,105,8
hybrid,106,6
hybrid,108,4
hybrid,124,4
hybrid,131,3
hybrid,133,1
hybrid,139,2
hybrid,149,1
hybrid,155,2
hybrid,157,5
hybrid,158,6
hybrid,164,3
hybrid,173,1
hybrid,175,1
hybrid,192,2
hybrid,197,1
hybrid,198,3
hybrid,199,2
hybrid,217,4
hybrid,222,4
hybrid,225,4
hybrid,239,11
hybrid,241,11
hybrid,247,1
hybrid,258,5
hybrid,265,4
hybrid,267,5
hybrid,272,6
hybrid,274,3
hybrid,283,4
hybrid,284,2
hybrid,289,4
hybrid,290,5
hybrid,299,2
hybrid,306,2
hybrid,307,6
hybrid,322,2
hybrid,323,3
hybrid,324,2
hybrid,334,2
hybrid,339,3
hybrid,342,2
hybrid,349,1
hybrid,359,2
hybrid,366,1
hybrid,376,1
hybrid,390,2
hybrid,400,4
hybrid,401,1
hybrid,415,1
hybrid,416,1
hybrid,424,1
hybrid,432,1
hybrid,439,3
hybrid,449,1
hybrid,457,8
hybrid,459,4
hybrid,465,1
hybrid,475,1
hybrid,481,1
hybrid,483,2
hybrid,498,1
hybrid,501,1
hybrid,517,1
hybrid,531,2
hybrid,540,1
hybrid,551,2
hybrid,556,1
hybrid,558,1
hybrid,608,1
hybrid,-335,1
hybrid,-121,2
hybrid,-117,3
hybrid,-67,1
hybrid,-54,1
hybrid,-44,1
hybrid,-37,3
hybrid,-2,1
hybrid,2,22
hybrid,3,22
hybrid,12,2
hybrid,17,7
hybrid,18,4
hybrid,26,5
hybrid,27,7
hybrid,28,5
hybrid,42,3
hybrid,67,4
hybrid,68,3
hybrid,70,3
hybrid,71,2
hybrid,78,4
hybrid,87,3
hybrid,94,1
hybrid,95,3
hybrid,104,6
hybrid,109,1
hybrid,110,8
hybrid,112,1
hybrid,118,1
hybrid,128,4
hybrid,135,1
hybrid,143,2
hybrid,152,2
hybrid,159,3
hybrid,168,4
hybrid,170,4
hybrid,178,20
hybrid,179,13
hybrid,186,2
hybrid,187,2
hybrid,194,3
hybrid,196,2
hybrid,203,13
hybrid,211,15
hybrid,213,6
hybrid,221,2
hybrid,227,3
hybrid,234,6
hybrid,235,4
hybrid,237,8
hybrid,238,4
hybrid,245,2
